Txn Date,Value Date,Description,Debit Amount,Credit Amount,Balance
03/10/2023,04/10/2023,UPI/DR/58493335/KARTHIK MENON/ICIC0272108/karthik618@okhdfc,449.00,,4200795.89
03/10/2023,04/10/2023,CHQ NO 035377 CLEARING,120.00,,4200675.89
03/10/2023,03/10/2023,NEFT/23056412/RESHMA KHAN/ICIC0272108/90281599161741,449.00,,4200226.89
03/10/2023,04/10/2023,UPI/DR/874173156360/DIVYA MENON/ICIC0272108/divya58@paytm,1250.00,,4198976.89
03/10/2023,03/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,4203776.89
03/10/2023,04/10/2023,CHQ NO 473290 CLEARING,3499.00,,4200277.89
04/10/2023,04/10/2023,ATM/WDL/82203574/CANARA ATM MYSURU,79.00,,4200198.89
05/10/2023,05/10/2023,UPI/DR/779700136886/RAMESH PILLAI/ICIC0272108/ramesh105@okhdfc,850.00,,4199348.89
05/10/2023,05/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,4210548.89
05/10/2023,05/10/2023,UPI/DR/8584178713/GOPAL VERMA/ICIC0272108/gopal447@oksbi,699.00,,4209849.89
06/10/2023,07/10/2023,UPI/DR/8723857423/LAKSHMI VENKAT/ICIC0272108/lakshmi976@paytm,2380.00,,4207469.89
06/10/2023,06/10/2023,ATM/WDL/3575823607/SBI ATM JAYANAGAR BLR,699.00,,4206770.89
07/10/2023,08/10/2023,UPI/CR/8861718866/NADIA HUSSAIN/ICIC0272108/nadia334@okaxis,,2500.00,4209270.89
07/10/2023,07/10/2023,NEFT/620111478946/POOJA SHARMA/ICIC0272108/28134337564791,,11200.00,4220470.89
07/10/2023,07/10/2023,NEFT/465669407768/PADMA RAO/ICIC0272108/51224110603362,,32000.00,4252470.89
07/10/2023,07/10/2023,UPI/DR/4638818683/RAMESH PILLAI/ICIC0272108/ramesh926@ybl,449.00,,4252021.89
08/10/2023,08/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,4270521.89
09/10/2023,10/10/2023,UPI/DR/420093450673/SHAHID KHAN/ICIC0272108/shahid644@okhdfc,79.00,,4270442.89
09/10/2023,09/10/2023,UPI/CR/65842615/KARTHIK MENON/ICIC0272108/karthik546@oksbi,,7600.00,4278042.89
09/10/2023,09/10/2023,IMPS/P2P/5141877126/NILESH KULKARNI/7446114478,,11200.00,4289242.89
09/10/2023,09/10/2023,UPI/DR/13835641/LAKSHMI VENKAT/ICIC0272108/lakshmi491@oksbi,999.00,,4288243.89
10/10/2023,11/10/2023,UPI/DR/4517580146/RAJESH VERMA/ICIC0272108/rajesh263@oksbi,7800.00,,4280443.89
10/10/2023,10/10/2023,UPI/DR/706029906056/BABU LAL/ICIC0272108/babu207@oksbi,699.00,,4279744.89
10/10/2023,11/10/2023,UPI/DR/1565752797/MALLIKA DAS/ICIC0272108/mallika567@paytm,1250.00,,4278494.89
10/10/2023,11/10/2023,ATM/WDL/97175927/SBI ATM JAYANAGAR BLR,79.00,,4278415.89
10/10/2023,10/10/2023,ATM/WDL/308756379165/CANARA ATM MYSURU,999.00,,4277416.89
11/10/2023,11/10/2023,IMPS/P2P/95254248/SANJANA HEGDE/8281611491,,4800.00,4282216.89
11/10/2023,11/10/2023,NEFT/805970994929/IMRAN KHAN/ICIC0272108/77474034333995,,850.00,4283066.89
11/10/2023,11/10/2023,UPI/DR/1891333022/TARA SINGH/ICIC0272108/tara757@okhdfc,1680.00,,4281386.89
11/10/2023,12/10/2023,UPI/DR/52731129/KARTHIK MENON/ICIC0272108/karthik353@okhdfc,49.00,,4281337.89
11/10/2023,11/10/2023,CHQ NO 537259 CLEARING,49.00,,4281288.89
11/10/2023,12/10/2023,NEFT/47248836/RESHMA KHAN/ICIC0272108/13326384576767,1250.00,,4280038.89
12/10/2023,13/10/2023,ATM/WDL/66550564/CANARA ATM MYSURU,3499.00,,4276539.89
12/10/2023,13/10/2023,UPI/DR/8475397449/GOPAL VERMA/ICIC0272108/gopal404@okhdfc,7800.00,,4268739.89
12/10/2023,12/10/2023,NEFT/709790636529/DEEPAK JOSHI/ICIC0272108/78591721078651,,18500.00,4287239.89
12/10/2023,13/10/2023,NEFT/88337355/SURESH NAIR/ICIC0272108/77957207725553,3499.00,,4283740.89
13/10/2023,13/10/2023,NEFT/7140787151/RAHUL SINGH/ICIC0272108/65136858996091,999.00,,4282741.89
13/10/2023,13/10/2023,IMPS/P2P/523419760679/DEEPA NAIR/9415646686,,4800.00,4287541.89
14/10/2023,14/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,4319541.89
14/10/2023,14/10/2023,NEFT/2865959160/RAHUL SINGH/ICIC0272108/21835900320755,,11200.00,4330741.89
14/10/2023,15/10/2023,UPI/DR/6826819483/GEETA DEVI/ICIC0272108/geeta135@okhdfc,310.00,,4330431.89
15/10/2023,15/10/2023,UPI/CR/293492325482/SURESH BABU/ICIC0272108/suresh921@okaxis,,4800.00,4335231.89
15/10/2023,15/10/2023,NEFT/770348712269/VINAY PATIL/ICIC0272108/75519158722412,,500.00,4335731.89
15/10/2023,15/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,4367731.89
16/10/2023,16/10/2023,UPI/DR/2835987636/SUSHMA RAO/ICIC0272108/sushma815@ybl,1250.00,,4366481.89
16/10/2023,16/10/2023,UPI/DR/1439326946/RANJIT SINGH/ICIC0272108/ranjit464@oksbi,120.00,,4366361.89
16/10/2023,17/10/2023,UPI/DR/2863635338/MOHAMMED IRFAN/ICIC0272108/mohammed156@oksbi,850.00,,4365511.89
16/10/2023,16/10/2023,UPI/CR/5411897074/RAJENDRA PRASAD/ICIC0272108/rajendra690@ybl,,32000.00,4397511.89
17/10/2023,18/10/2023,UPI/CR/2613896691/REKHA PILLAI/ICIC0272108/rekha399@paytm,,2500.00,4400011.89
18/10/2023,18/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,4404811.89
19/10/2023,19/10/2023,IMPS/P2P/49460102/REKHA PILLAI/9588478123,,18500.00,4423311.89
19/10/2023,20/10/2023,UPI/DR/145326994508/SUNITA DEVI/ICIC0272108/sunita132@oksbi,2380.00,,4420931.89
19/10/2023,20/10/2023,NEFT/670340137818/SURESH NAIR/ICIC0272108/70031667746267,310.00,,4420621.89
19/10/2023,20/10/2023,NEFT/469568257700/TARA SINGH/ICIC0272108/87853448772563,,32000.00,4452621.89
20/10/2023,20/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,4453821.89
20/10/2023,21/10/2023,CHQ NO 887624 CLEARING,850.00,,4452971.89
21/10/2023,21/10/2023,CHQ NO 348113 CLEARING,449.00,,4452522.89
21/10/2023,22/10/2023,IMPS/P2P/5204395144/RAHUL SINGH/9934430521,,850.00,4453372.89
21/10/2023,22/10/2023,ATM/WDL/2938081093/CANARA ATM MYSURU,850.00,,4452522.89
21/10/2023,21/10/2023,UPI/DR/0787017907/VINAY PATIL/ICIC0272108/vinay515@okhdfc,120.00,,4452402.89
22/10/2023,22/10/2023,UPI/DR/67190558/MEERA PILLAI/ICIC0272108/meera364@oksbi,49.00,,4452353.89
22/10/2023,22/10/2023,IMPS/P2P/940536878302/BABU LAL/8992918387,,32000.00,4484353.89
22/10/2023,23/10/2023,UPI/CR/778303293423/SHEELA DEVI/ICIC0272108/sheela91@okaxis,,32000.00,4516353.89
23/10/2023,24/10/2023,UPI/DR/887376979429/SURESH BABU/ICIC0272108/suresh299@okhdfc,850.00,,4515503.89
24/10/2023,24/10/2023,ATM/WDL/7306648202/CANARA ATM MYSURU,999.00,,4514504.89
24/10/2023,24/10/2023,ATM/WDL/24566696/HDFC ATM KORAMANGALA,310.00,,4514194.89
24/10/2023,24/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,4521794.89
25/10/2023,26/10/2023,UPI/DR/1445492226/GEETA DEVI/ICIC0272108/geeta515@oksbi,3499.00,,4518295.89
25/10/2023,25/10/2023,UPI/DR/146606935450/SURESH NAIR/ICIC0272108/suresh636@ybl,310.00,,4517985.89
26/10/2023,26/10/2023,ATM/WDL/4749749100/SBI ATM JAYANAGAR BLR,7800.00,,4510185.89
26/10/2023,26/10/2023,UPI/DR/3535886255/SNEHA PATIL/ICIC0272108/sneha11@ybl,2380.00,,4507805.89
27/10/2023,27/10/2023,UPI/CR/349288891132/NIKHIL GUPTA/ICIC0272108/nikhil104@paytm,,11200.00,4519005.89
28/10/2023,29/10/2023,ATM/WDL/9101737006/CANARA ATM MYSURU,1680.00,,4517325.89
28/10/2023,28/10/2023,UPI/DR/67807640/NAVEEN KUMAR/ICIC0272108/naveen787@paytm,699.00,,4516626.89
28/10/2023,28/10/2023,NEFT/902043194478/RAJESH VERMA/ICIC0272108/34508769142140,,7600.00,4524226.89
28/10/2023,29/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,4556226.89
28/10/2023,28/10/2023,ATM/WDL/1647996700/CANARA ATM MYSURU,1250.00,,4554976.89
28/10/2023,28/10/2023,UPI/DR/64882896/SUNIL YADAV/ICIC0272108/sunil910@okhdfc,999.00,,4553977.89
29/10/2023,29/10/2023,NEFT/56941895/SURESH BABU/ICIC0272108/88856439435184,,850.00,4554827.89
29/10/2023,29/10/2023,NEFT/79480032/RAJESH VERMA/ICIC0272108/49940754290281,999.00,,4553828.89
30/10/2023,31/10/2023,NEFT/05920612/PRIYA NAIR/ICIC0272108/84003796784292,,4800.00,4558628.89
31/10/2023,31/10/2023,NEFT/7877738003/PRIYA NAIR/ICIC0272108/33719866157708,,1200.00,4559828.89
31/10/2023,01/11/2023,UPI/CR/796376350557/MOHAN DAS/ICIC0272108/mohan545@oksbi,,1200.00,4561028.89
01/11/2023,01/11/2023,UPI/DR/347769267186/ADITYA KUMAR/ICIC0272108/aditya202@ybl,999.00,,4560029.89
02/11/2023,02/11/2023,ATM/WDL/94687318/HDFC ATM KORAMANGALA,3499.00,,4556530.89
02/11/2023,02/11/2023,NEFT/41088738/FARHAN KHAN/ICIC0272108/27049263073662,,4800.00,4561330.89
02/11/2023,02/11/2023,CHQ NO 533375 CLEARING,2380.00,,4558950.89
02/11/2023,02/11/2023,ATM/WDL/33898022/SBI ATM JAYANAGAR BLR,310.00,,4558640.89
02/11/2023,02/11/2023,UPI/CR/59520263/RAJESH VERMA/ICIC0272108/rajesh494@okaxis,,7600.00,4566240.89
03/11/2023,03/11/2023,NEFT/713194218452/PREETHI IYER/ICIC0272108/97190104859468,449.00,,4565791.89
03/11/2023,03/11/2023,IMPS/P2P/9966984815/DEEPA NAIR/9781706144,,2500.00,4568291.89
03/11/2023,04/11/2023,ATM/WDL/90067427/HDFC ATM KORAMANGALA,1250.00,,4567041.89
04/11/2023,04/11/2023,NEFT/069098896662/PRAKASH RAO/ICIC0272108/60259329781682,,2500.00,4569541.89
04/11/2023,05/11/2023,NEFT/08833286/SURESH BABU/ICIC0272108/24566120675623,,500.00,4570041.89
04/11/2023,04/11/2023,ATM/WDL/6108038517/SBI ATM JAYANAGAR BLR,79.00,,4569962.89
05/11/2023,05/11/2023,CHQ NO 590767 CLEARING,449.00,,4569513.89
05/11/2023,05/11/2023,IMPS/P2P/636977307129/RANJIT SINGH/7373039490,,32000.00,4601513.89
05/11/2023,05/11/2023,ATM/WDL/386725293592/HDFC ATM KORAMANGALA,7800.00,,4593713.89
06/11/2023,06/11/2023,NEFT/83723882/RANJIT SINGH/ICIC0272108/57898497100950,2380.00,,4591333.89
06/11/2023,06/11/2023,ATM/WDL/7948614037/SBI ATM JAYANAGAR BLR,1680.00,,4589653.89
06/11/2023,07/11/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,4608153.89
06/11/2023,06/11/2023,UPI/DR/8437997547/SMITHA PILLAI/ICIC0272108/smitha838@ybl,699.00,,4607454.89
06/11/2023,07/11/2023,UPI/CR/3865538445/ARCHANA PILLAI/ICIC0272108/archana715@okhdfc,,18500.00,4625954.89
06/11/2023,07/11/2023,NEFT/515459014137/DEEPA NAIR/ICIC0272108/97556007884484,3499.00,,4622455.89
06/11/2023,06/11/2023,UPI/DR/24779947/DEEPAK JOSHI/ICIC0272108/deepak181@oksbi,2380.00,,4620075.89
07/11/2023,07/11/2023,ATM/WDL/193189846328/CANARA ATM MYSURU,3499.00,,4616576.89
07/11/2023,07/11/2023,UPI/CR/575935450254/REKHA PILLAI/ICIC0272108/rekha860@oksbi,,1200.00,4617776.89
07/11/2023,07/11/2023,UPI/DR/873808593516/DEEPAK JOSHI/ICIC0272108/deepak711@okaxis,449.00,,4617327.89
08/11/2023,08/11/2023,IMPS/P2P/7349773903/POOJA SHARMA/7232411466,,11200.00,4628527.89
08/11/2023,08/11/2023,CHQ NO 112589 CLEARING,7800.00,,4620727.89
08/11/2023,09/11/2023,UPI/DR/62183836/DIVYA MENON/ICIC0272108/divya264@oksbi,850.00,,4619877.89
08/11/2023,08/11/2023,CHQ NO 864160 CLEARING,49.00,,4619828.89
09/11/2023,09/11/2023,UPI/DR/633923619654/RAMESH PILLAI/ICIC0272108/ramesh327@paytm,5200.00,,4614628.89
09/11/2023,09/11/2023,UPI/DR/99213608/ARUN SHARMA/ICIC0272108/arun960@okaxis,5200.00,,4609428.89
09/11/2023,09/11/2023,CHQ NO 672978 CLEARING,449.00,,4608979.89
09/11/2023,09/11/2023,CHQ NO 063984 CLEARING,79.00,,4608900.89
09/11/2023,09/11/2023,UPI/DR/86074539/RAVI KUMAR SHARMA/ICIC0272108/ravi507@okhdfc,310.00,,4608590.89
10/11/2023,10/11/2023,NEFT/226706591096/SHAHID KHAN/ICIC0272108/19667304010677,850.00,,4607740.89
10/11/2023,10/11/2023,NEFT/6041760712/GOPAL VERMA/ICIC0272108/87503656939081,,2500.00,4610240.89
11/11/2023,11/11/2023,NEFT/6686230635/FATIMA SHEIKH/ICIC0272108/82634461566185,,850.00,4611090.89
11/11/2023,11/11/2023,NEFT/4237682775/ARCHANA PILLAI/ICIC0272108/55853131859285,,32000.00,4643090.89
11/11/2023,11/11/2023,NEFT/038425693537/SNEHA PATIL/ICIC0272108/73249553735662,,2500.00,4645590.89
12/11/2023,12/11/2023,CHQ NO 872922 CLEARING,249.00,,4645341.89
12/11/2023,12/11/2023,UPI/DR/212016688342/MOHAN DAS/ICIC0272108/mohan407@oksbi,2380.00,,4642961.89
12/11/2023,13/11/2023,NEFT/9518508475/RESHMA KHAN/ICIC0272108/54722073023183,,11200.00,4654161.89
12/11/2023,12/11/2023,NEFT/5692841900/ARUN SHARMA/ICIC0272108/85176072764690,,11200.00,4665361.89
12/11/2023,13/11/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,4697361.89
13/11/2023,13/11/2023,CHQ NO 197190 CLEARING,79.00,,4697282.89
13/11/2023,14/11/2023,UPI/DR/41532253/ANITHA KRISHNAN/ICIC0272108/anitha220@okhdfc,1250.00,,4696032.89
13/11/2023,13/11/2023,NEFT/0300967436/REKHA PILLAI/ICIC0272108/33648714071815,310.00,,4695722.89
14/11/2023,15/11/2023,ATM/WDL/6728619839/SBI ATM JAYANAGAR BLR,449.00,,4695273.89
14/11/2023,14/11/2023,ATM/WDL/135946465259/CANARA ATM MYSURU,3499.00,,4691774.89
14/11/2023,14/11/2023,UPI/DR/64392975/CHANDAN SHARMA/ICIC0272108/chandan523@okhdfc,7800.00,,4683974.89
15/11/2023,15/11/2023,NEFT/455767168632/AYESHA KHAN/ICIC0272108/81108783163792,310.00,,4683664.89
15/11/2023,15/11/2023,NEFT/7450464615/NAVEEN KUMAR/ICIC0272108/09479625602053,7800.00,,4675864.89
15/11/2023,15/11/2023,UPI/CR/2645184612/DIVYA MENON/ICIC0272108/divya855@okaxis,,11200.00,4687064.89
17/11/2023,17/11/2023,CHQ NO 197769 CLEARING,850.00,,4686214.89
17/11/2023,17/11/2023,IMPS/P2P/0782252186/RAMESH GOWDA/7318900376,,2500.00,4688714.89
17/11/2023,17/11/2023,UPI/DR/172118448354/RANJIT SINGH/ICIC0272108/ranjit208@ybl,7800.00,,4680914.89
19/11/2023,19/11/2023,CHQ NO 704726 CLEARING,449.00,,4680465.89
19/11/2023,20/11/2023,UPI/DR/027056859810/MOHAMMED IRFAN/ICIC0272108/mohammed879@oksbi,999.00,,4679466.89
19/11/2023,20/11/2023,CHQ NO 371301 CLEARING,79.00,,4679387.89
19/11/2023,19/11/2023,UPI/DR/3871414079/RAJENDRA PRASAD/ICIC0272108/rajendra737@okhdfc,7800.00,,4671587.89
21/11/2023,21/11/2023,ATM/WDL/3462893592/SBI ATM JAYANAGAR BLR,1680.00,,4669907.89
21/11/2023,21/11/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,4701907.89
21/11/2023,21/11/2023,UPI/DR/4437742488/DEEPA NAIR/ICIC0272108/deepa731@okhdfc,1680.00,,4700227.89
22/11/2023,22/11/2023,CHQ NO 433433 CLEARING,310.00,,4699917.89
22/11/2023,22/11/2023,UPI/DR/664651693584/PRAKASH RAO/ICIC0272108/prakash969@oksbi,310.00,,4699607.89
23/11/2023,24/11/2023,UPI/DR/72694231/DEEPA NAIR/ICIC0272108/deepa143@ybl,449.00,,4699158.89
23/11/2023,23/11/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,4710358.89
23/11/2023,24/11/2023,UPI/DR/90584245/SUNITA DEVI/ICIC0272108/sunita972@ybl,1250.00,,4709108.89
23/11/2023,23/11/2023,CHQ NO 363278 CLEARING,3499.00,,4705609.89
23/11/2023,23/11/2023,NEFT/986889489648/FATIMA SHEIKH/ICIC0272108/35561268910726,,500.00,4706109.89
23/11/2023,24/11/2023,UPI/DR/72845834/MOHAMMED IRFAN/ICIC0272108/mohammed221@okhdfc,3499.00,,4702610.89
24/11/2023,24/11/2023,NEFT/1077384152/AYESHA KHAN/ICIC0272108/77262097076090,310.00,,4702300.89
24/11/2023,24/11/2023,IMPS/P2P/455486006952/RAHUL SINGH/9052223389,,18500.00,4720800.89
24/11/2023,24/11/2023,NEFT/31779905/RAMESH PILLAI/ICIC0272108/72101778237032,,24000.00,4744800.89
26/11/2023,26/11/2023,IMPS/P2P/2857890385/SAVITHA DEVI/9374272872,,11200.00,4756000.89
26/11/2023,26/11/2023,UPI/DR/07851644/SUNITA DEVI/ICIC0272108/sunita352@okhdfc,3499.00,,4752501.89
26/11/2023,26/11/2023,NEFT/815438987571/VENKAT RAO/ICIC0272108/91628851808589,,11200.00,4763701.89
26/11/2023,26/11/2023,UPI/DR/249679593755/NIKHIL GUPTA/ICIC0272108/nikhil310@paytm,2380.00,,4761321.89
27/11/2023,27/11/2023,UPI/DR/240747152151/LAKSHMI VENKAT/ICIC0272108/lakshmi392@oksbi,7800.00,,4753521.89
29/11/2023,29/11/2023,NEFT/665082756756/RAVI KUMAR SHARMA/ICIC0272108/97565121365970,,18500.00,4772021.89
29/11/2023,30/11/2023,UPI/DR/86216146/FATIMA SHEIKH/ICIC0272108/fatima375@paytm,79.00,,4771942.89
30/11/2023,30/11/2023,IMPS/P2P/50916184/TARA SINGH/8886315056,,850.00,4772792.89
30/11/2023,30/11/2023,CHQ NO 232852 CLEARING,249.00,,4772543.89
30/11/2023,01/12/2023,ATM/WDL/15934324/HDFC ATM KORAMANGALA,2380.00,,4770163.89
01/12/2023,01/12/2023,NEFT/36939531/SUNIL YADAV/ICIC0272108/52885297641467,,32000.00,4802163.89
01/12/2023,02/12/2023,UPI/DR/6164794665/SUNITA DEVI/ICIC0272108/sunita367@oksbi,1250.00,,4800913.89
02/12/2023,02/12/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,4832913.89
02/12/2023,02/12/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,4834113.89
02/12/2023,03/12/2023,IMPS/P2P/2080467960/RANJIT SINGH/9837642082,,1200.00,4835313.89
02/12/2023,02/12/2023,NEFT/92174774/AYESHA KHAN/ICIC0272108/90040477571905,,24000.00,4859313.89
02/12/2023,02/12/2023,ATM/WDL/6203222389/SBI ATM JAYANAGAR BLR,5200.00,,4854113.89
03/12/2023,03/12/2023,NEFT/313889471087/ARJUN MEHTA/ICIC0272108/58774973865679,,1200.00,4855313.89
03/12/2023,03/12/2023,UPI/DR/46871541/POOJA SHARMA/ICIC0272108/pooja59@oksbi,120.00,,4855193.89
04/12/2023,04/12/2023,UPI/DR/7708112809/MOHAMMED IRFAN/ICIC0272108/mohammed303@oksbi,449.00,,4854744.89
05/12/2023,05/12/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,4873244.89
05/12/2023,05/12/2023,UPI/DR/44421369/SMITHA PILLAI/ICIC0272108/smitha756@okhdfc,1680.00,,4871564.89
05/12/2023,06/12/2023,NEFT/794062286923/PRAKASH RAO/ICIC0272108/94641087528038,,4800.00,4876364.89
05/12/2023,05/12/2023,CHQ NO 335275 CLEARING,699.00,,4875665.89
06/12/2023,06/12/2023,NEFT/7400649700/PRAKASH RAO/ICIC0272108/03438228702130,,32000.00,4907665.89
06/12/2023,06/12/2023,UPI/DR/947485915196/RAVI KUMAR SHARMA/ICIC0272108/ravi890@okhdfc,79.00,,4907586.89
06/12/2023,06/12/2023,UPI/DR/03021312/TANVI RAO/ICIC0272108/tanvi253@oksbi,79.00,,4907507.89
06/12/2023,06/12/2023,UPI/DR/095929196993/PRIYA NAIR/ICIC0272108/priya148@okaxis,49.00,,4907458.89
06/12/2023,06/12/2023,UPI/DR/999183429069/SURESH NAIR/ICIC0272108/suresh153@paytm,850.00,,4906608.89
06/12/2023,06/12/2023,NEFT/6116232741/SHEELA DEVI/ICIC0272108/40005613121444,,500.00,4907108.89
07/12/2023,07/12/2023,UPI/DR/78398878/RAVI KUMAR SHARMA/ICIC0272108/ravi289@oksbi,999.00,,4906109.89
07/12/2023,08/12/2023,UPI/CR/208021803457/SUNIL YADAV/ICIC0272108/sunil260@ybl,,500.00,4906609.89
08/12/2023,08/12/2023,IMPS/P2P/46125410/ROHIT SHARMA/8898626734,,2500.00,4909109.89
08/12/2023,08/12/2023,ATM/WDL/7256031048/SBI ATM JAYANAGAR BLR,120.00,,4908989.89
09/12/2023,09/12/2023,CHQ NO 463733 CLEARING,1250.00,,4907739.89
10/12/2023,10/12/2023,UPI/DR/0189188819/FATIMA SHEIKH/ICIC0272108/fatima219@okaxis,999.00,,4906740.89
10/12/2023,10/12/2023,NEFT/785785812571/RESHMA KHAN/ICIC0272108/31204606845602,,24000.00,4930740.89
10/12/2023,10/12/2023,CHQ NO 647374 CLEARING,120.00,,4930620.89
10/12/2023,10/12/2023,NEFT/72095828/RAMESH PILLAI/ICIC0272108/87392634140137,,24000.00,4954620.89
10/12/2023,11/12/2023,UPI/DR/384469432291/SUNIL YADAV/ICIC0272108/sunil94@ybl,310.00,,4954310.89
10/12/2023,10/12/2023,NEFT/974010544325/BINDHU NAIR/ICIC0272108/21095566444156,2380.00,,4951930.89
11/12/2023,12/12/2023,UPI/DR/75485821/RANJIT SINGH/ICIC0272108/ranjit422@oksbi,49.00,,4951881.89
11/12/2023,12/12/2023,NEFT/4086683462/IMRAN KHAN/ICIC0272108/43485530125901,,18500.00,4970381.89
11/12/2023,11/12/2023,UPI/DR/94754376/NADIA HUSSAIN/ICIC0272108/nadia470@oksbi,49.00,,4970332.89
11/12/2023,11/12/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,4994332.89
11/12/2023,11/12/2023,UPI/CR/89418146/SANTOSH KUMAR/ICIC0272108/santosh915@ybl,,24000.00,5018332.89
11/12/2023,12/12/2023,NEFT/4225484680/ANITHA KRISHNAN/ICIC0272108/56203746460868,79.00,,5018253.89
11/12/2023,12/12/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,5029453.89
11/12/2023,11/12/2023,UPI/DR/778789502909/IMRAN KHAN/ICIC0272108/imran605@ybl,120.00,,5029333.89
12/12/2023,13/12/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,5036933.89
12/12/2023,12/12/2023,UPI/DR/9362805883/PADMA RAO/ICIC0272108/padma232@oksbi,1250.00,,5035683.89
12/12/2023,12/12/2023,UPI/CR/307362038078/AYESHA KHAN/ICIC0272108/ayesha684@okaxis,,18500.00,5054183.89
12/12/2023,12/12/2023,IMPS/P2P/192619858373/GANESH KUMAR/8087152623,,850.00,5055033.89
12/12/2023,13/12/2023,UPI/DR/8195439183/MOHAN DAS/ICIC0272108/mohan979@oksbi,79.00,,5054954.89
13/12/2023,13/12/2023,UPI/DR/09192254/MALLIKA DAS/ICIC0272108/mallika277@okaxis,5200.00,,5049754.89
13/12/2023,14/12/2023,CHQ NO 641558 CLEARING,850.00,,5048904.89
13/12/2023,13/12/2023,IMPS/P2P/0098313522/PRIYA NAIR/9682352161,,32000.00,5080904.89
14/12/2023,14/12/2023,UPI/DR/2303577604/VENKAT RAO/ICIC0272108/venkat184@paytm,850.00,,5080054.89
14/12/2023,14/12/2023,UPI/DR/28302650/KIRAN REDDY/ICIC0272108/kiran608@oksbi,5200.00,,5074854.89
15/12/2023,16/12/2023,CHQ NO 534629 CLEARING,249.00,,5074605.89
15/12/2023,15/12/2023,UPI/CR/153314624638/SHEELA DEVI/ICIC0272108/sheela492@paytm,,32000.00,5106605.89
15/12/2023,16/12/2023,CHQ NO 264780 CLEARING,49.00,,5106556.89
15/12/2023,15/12/2023,UPI/DR/64853459/VENKAT RAO/ICIC0272108/venkat471@oksbi,79.00,,5106477.89
15/12/2023,15/12/2023,ATM/WDL/36324557/SBI ATM JAYANAGAR BLR,49.00,,5106428.89
16/12/2023,16/12/2023,IMPS/P2P/998401047002/NADIA HUSSAIN/7039679281,,24000.00,5130428.89
16/12/2023,16/12/2023,UPI/DR/59532588/ANAND KUMAR/ICIC0272108/anand239@okhdfc,79.00,,5130349.89
16/12/2023,16/12/2023,UPI/DR/79955135/GEETA DEVI/ICIC0272108/geeta289@okhdfc,49.00,,5130300.89
17/12/2023,17/12/2023,UPI/DR/0816112524/NILESH KULKARNI/ICIC0272108/nilesh517@okhdfc,850.00,,5129450.89
17/12/2023,17/12/2023,IMPS/P2P/960129922865/NAVEEN KUMAR/9256682903,,1200.00,5130650.89
18/12/2023,18/12/2023,UPI/DR/72896669/SMITHA PILLAI/ICIC0272108/smitha391@oksbi,850.00,,5129800.89
18/12/2023,18/12/2023,CHQ NO 921275 CLEARING,3499.00,,5126301.89
19/12/2023,19/12/2023,IMPS/P2P/9168433609/RAHUL SINGH/8525622674,,32000.00,5158301.89
20/12/2023,20/12/2023,UPI/CR/889432275037/ARJUN MEHTA/ICIC0272108/arjun330@okhdfc,,24000.00,5182301.89
20/12/2023,20/12/2023,ATM/WDL/59894136/HDFC ATM KORAMANGALA,449.00,,5181852.89
20/12/2023,20/12/2023,UPI/DR/6507030895/VINAY PATIL/ICIC0272108/vinay914@okhdfc,850.00,,5181002.89
21/12/2023,21/12/2023,NEFT/414709295676/ANAND KUMAR/ICIC0272108/05300409712038,,11200.00,5192202.89
21/12/2023,21/12/2023,UPI/DR/6174907310/PRAKASH RAO/ICIC0272108/prakash439@paytm,1680.00,,5190522.89
21/12/2023,21/12/2023,NEFT/430090037836/USHA RANI/ICIC0272108/79204623596296,850.00,,5189672.89
