Date,Particulars,Debit,Credit,Balance
20/03/2024,UPI/DR/9848291898/MOHAMMED IRFAN/CNRB0226879/mohammed900@okaxis,1250.00,,4859961.29
21/03/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,1200.00,4861161.29
21/03/2024,UPI/DR/398201062636/ROHIT SHARMA/CNRB0226879/rohit765@paytm,310.00,,4860851.29
21/03/2024,NEFT/52889657/RAMESH GOWDA/CNRB0226879/24646746670208,2380.00,,4858471.29
22/03/2024,NEFT/1051871101/KARTHIK MENON/CNRB0226879/35491108166117,449.00,,4858022.29
22/03/2024,UPI/DR/343843535781/BINDHU NAIR/CNRB0226879/bindhu871@okhdfc,1680.00,,4856342.29
23/03/2024,ATM/WDL/367235251361/HDFC ATM KORAMANGALA,5200.00,,4851142.29
23/03/2024,UPI/DR/950444001887/ADITYA KUMAR/CNRB0226879/aditya257@paytm,999.00,,4850143.29
23/03/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,4868643.29
23/03/2024,UPI/DR/920778655850/NAVEEN KUMAR/CNRB0226879/naveen419@oksbi,49.00,,4868594.29
23/03/2024,NEFT/1266220561/USHA RANI/CNRB0226879/83964059241497,,24000.00,4892594.29
23/03/2024,NEFT/469463383273/FARHAN KHAN/CNRB0226879/13165954870595,2380.00,,4890214.29
24/03/2024,UPI/DR/366650208414/PRIYA NAIR/CNRB0226879/priya476@okaxis,1250.00,,4888964.29
24/03/2024,UPI/DR/121148595217/SANJANA HEGDE/CNRB0226879/sanjana398@oksbi,699.00,,4888265.29
24/03/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,1200.00,4889465.29
24/03/2024,UPI/DR/048884176593/DIVYA MENON/CNRB0226879/divya441@ybl,5200.00,,4884265.29
24/03/2024,NEFT/732917611201/SUNIL YADAV/CNRB0226879/64036173762348,,500.00,4884765.29
25/03/2024,UPI/DR/13478453/SHEELA DEVI/CNRB0226879/sheela667@ybl,449.00,,4884316.29
25/03/2024,UPI/DR/327115355898/GEETA DEVI/CNRB0226879/geeta261@okhdfc,120.00,,4884196.29
25/03/2024,UPI/CR/5432212599/DEEPAK JOSHI/CNRB0226879/deepak148@paytm,,4800.00,4888996.29
25/03/2024,UPI/DR/47275793/RAMESH PILLAI/CNRB0226879/ramesh673@okhdfc,310.00,,4888686.29
26/03/2024,NEFT/276336821062/DIVYA MENON/CNRB0226879/69651637697521,,11200.00,4899886.29
26/03/2024,ATM/WDL/4990599963/SBI ATM JAYANAGAR BLR,5200.00,,4894686.29
26/03/2024,UPI/DR/90523702/GEETA DEVI/CNRB0226879/geeta36@okaxis,699.00,,4893987.29
26/03/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,4912487.29
27/03/2024,IMPS/P2P/97341218/VIKRAM NAIR/7377744764,,24000.00,4936487.29
27/03/2024,NEFT/41458277/RANJIT SINGH/CNRB0226879/37109798693535,,32000.00,4968487.29
27/03/2024,NEFT/9037931853/ANAND KUMAR/CNRB0226879/70838724917233,249.00,,4968238.29
27/03/2024,UPI/DR/545443684611/RAMESH GOWDA/CNRB0226879/ramesh748@okhdfc,1680.00,,4966558.29
28/03/2024,NEFT/8257104506/TARA SINGH/CNRB0226879/64603989216189,2380.00,,4964178.29
28/03/2024,NEFT/96229806/SHEELA DEVI/CNRB0226879/63717943084145,,1200.00,4965378.29
28/03/2024,UPI/DR/00590032/KAVITHA RAO/CNRB0226879/kavitha236@ybl,249.00,,4965129.29
28/03/2024,IMPS/P2P/15137254/PREETHI IYER/8827720088,,7600.00,4972729.29
29/03/2024,ATM/WDL/2643396680/CANARA ATM MYSURU,120.00,,4972609.29
31/03/2024,UPI/DR/83286932/SHEELA DEVI/CNRB0226879/sheela599@ybl,7800.00,,4964809.29
31/03/2024,UPI/DR/4606664721/USHA RANI/CNRB0226879/usha355@paytm,1250.00,,4963559.29
01/04/2024,UPI/DR/0351110120/ROHIT SHARMA/CNRB0226879/rohit192@ybl,120.00,,4963439.29
02/04/2024,ATM/WDL/240003652832/CANARA ATM MYSURU,3499.00,,4959940.29
02/04/2024,UPI/DR/3562008461/VINAY PATIL/CNRB0226879/vinay532@oksbi,310.00,,4959630.29
02/04/2024,UPI/DR/47744634/ADITYA KUMAR/CNRB0226879/aditya130@oksbi,2380.00,,4957250.29
02/04/2024,ATM/WDL/1186706818/HDFC ATM KORAMANGALA,1250.00,,4956000.29
03/04/2024,NEFT/032620759280/SNEHA PATIL/CNRB0226879/79010069518602,,2500.00,4958500.29
03/04/2024,NEFT/683018521958/SNEHA PATIL/CNRB0226879/54460434574669,249.00,,4958251.29
03/04/2024,UPI/DR/8169701922/SUSHMA RAO/CNRB0226879/sushma701@okaxis,5200.00,,4953051.29
04/04/2024,ATM/WDL/4953071645/HDFC ATM KORAMANGALA,3499.00,,4949552.29
04/04/2024,ATM/WDL/141736464089/CANARA ATM MYSURU,249.00,,4949303.29
04/04/2024,UPI/DR/093496509127/RAMESH GOWDA/CNRB0226879/ramesh532@okaxis,449.00,,4948854.29
04/04/2024,NEFT/564626624772/GEETA DEVI/CNRB0226879/07695710845863,,32000.00,4980854.29
05/04/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,4800.00,4985654.29
05/04/2024,IMPS/P2P/33771959/VINAY PATIL/9368636891,,32000.00,5017654.29
05/04/2024,NEFT/0428336266/POOJA SHARMA/CNRB0226879/32138593980795,2380.00,,5015274.29
06/04/2024,UPI/DR/43390402/ANAND KUMAR/CNRB0226879/anand408@oksbi,79.00,,5015195.29
06/04/2024,CHQ NO 006562 CLEARING,79.00,,5015116.29
06/04/2024,IMPS/P2P/79714000/GOPAL VERMA/7789361700,,2500.00,5017616.29
07/04/2024,UPI/DR/6867749037/ADITYA KUMAR/CNRB0226879/aditya33@oksbi,249.00,,5017367.29
07/04/2024,IMPS/P2P/130460022847/RAMESH GOWDA/7133055092,,500.00,5017867.29
07/04/2024,IMPS/P2P/523106254959/SANJANA HEGDE/9213760181,,7600.00,5025467.29
07/04/2024,NEFT/366890456236/ARUN SHARMA/CNRB0226879/43272266770311,,24000.00,5049467.29
08/04/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,850.00,5050317.29
08/04/2024,NEFT/13311135/MEENA IYER/CNRB0226879/50739258550210,5200.00,,5045117.29
08/04/2024,UPI/DR/12955282/PRAKASH RAO/CNRB0226879/prakash113@paytm,999.00,,5044118.29
09/04/2024,NEFT/6117530419/ARJUN MEHTA/CNRB0226879/92681409561273,79.00,,5044039.29
09/04/2024,UPI/DR/99565594/NIKHIL GUPTA/CNRB0226879/nikhil471@paytm,999.00,,5043040.29
09/04/2024,UPI/DR/65247547/LATHA MURTHY/CNRB0226879/latha783@paytm,310.00,,5042730.29
10/04/2024,UPI/DR/019598962917/ANAND KUMAR/CNRB0226879/anand624@okaxis,310.00,,5042420.29
10/04/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,850.00,5043270.29
10/04/2024,NEFT/020030351457/SURESH BABU/CNRB0226879/20058011736058,,24000.00,5067270.29
10/04/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,11200.00,5078470.29
10/04/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,11200.00,5089670.29
11/04/2024,UPI/DR/598288842313/ANITHA KRISHNAN/CNRB0226879/anitha700@okaxis,249.00,,5089421.29
11/04/2024,UPI/CR/6057206588/DIVYA MENON/CNRB0226879/divya187@ybl,,850.00,5090271.29
11/04/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,7600.00,5097871.29
11/04/2024,UPI/CR/92977024/PADMA RAO/CNRB0226879/padma654@okaxis,,4800.00,5102671.29
11/04/2024,NEFT/94156684/BINDHU NAIR/CNRB0226879/83742148877295,850.00,,5101821.29
11/04/2024,UPI/DR/4214494710/TANVI RAO/CNRB0226879/tanvi29@okhdfc,5200.00,,5096621.29
11/04/2024,UPI/CR/000669588653/MEENA IYER/CNRB0226879/meena590@paytm,,500.00,5097121.29
13/04/2024,UPI/CR/398086470155/ARCHANA PILLAI/CNRB0226879/archana688@paytm,,7600.00,5104721.29
13/04/2024,NEFT/10438600/USHA RANI/CNRB0226879/09732775244627,,24000.00,5128721.29
13/04/2024,NEFT/90239561/BINDHU NAIR/CNRB0226879/04720780845581,1250.00,,5127471.29
14/04/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,4800.00,5132271.29
14/04/2024,UPI/CR/81812752/ARJUN MEHTA/CNRB0226879/arjun356@oksbi,,11200.00,5143471.29
14/04/2024,UPI/DR/54739916/VENKAT RAO/CNRB0226879/venkat542@oksbi,999.00,,5142472.29
14/04/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,5142972.29
14/04/2024,UPI/DR/03769295/LALITHA DEVI/CNRB0226879/lalitha126@ybl,120.00,,5142852.29
14/04/2024,IMPS/P2P/90961155/PRAKASH RAO/7209342717,,2500.00,5145352.29
14/04/2024,NEFT/27869534/ANITHA KRISHNAN/CNRB0226879/55126298195554,,24000.00,5169352.29
15/04/2024,UPI/CR/955630382728/MEENA IYER/CNRB0226879/meena903@oksbi,,1200.00,5170552.29
15/04/2024,IMPS/P2P/7315636273/DEEPAK JOSHI/8429408219,,1200.00,5171752.29
15/04/2024,NEFT/17207529/NILESH KULKARNI/CNRB0226879/69888430666511,,4800.00,5176552.29
15/04/2024,UPI/DR/66735558/SANTOSH KUMAR/CNRB0226879/santosh728@okaxis,7800.00,,5168752.29
16/04/2024,NEFT/8564539626/SUNITA DEVI/CNRB0226879/57539907813703,3499.00,,5165253.29
16/04/2024,NEFT/895194565088/RAJENDRA PRASAD/CNRB0226879/45645062683386,,18500.00,5183753.29
16/04/2024,UPI/DR/4755237740/VIKRAM NAIR/CNRB0226879/vikram545@okaxis,1250.00,,5182503.29
16/04/2024,NEFT/321835975298/VINAY PATIL/CNRB0226879/28236447667499,120.00,,5182383.29
16/04/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,5200883.29
17/04/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,1200.00,5202083.29
17/04/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,32000.00,5234083.29
18/04/2024,UPI/DR/0664131936/VENKAT RAO/CNRB0226879/venkat199@ybl,5200.00,,5228883.29
18/04/2024,ATM/WDL/990197027394/SBI ATM JAYANAGAR BLR,310.00,,5228573.29
18/04/2024,IMPS/P2P/6974571875/NAVEEN KUMAR/9469481871,,24000.00,5252573.29
19/04/2024,UPI/DR/04315565/BINDHU NAIR/CNRB0226879/bindhu865@paytm,79.00,,5252494.29
19/04/2024,UPI/DR/550394808711/PADMA RAO/CNRB0226879/padma606@okaxis,249.00,,5252245.29
19/04/2024,UPI/DR/1588100296/NADIA HUSSAIN/CNRB0226879/nadia569@ybl,1680.00,,5250565.29
20/04/2024,NEFT/7081980799/KARTHIK MENON/CNRB0226879/25786478332974,1250.00,,5249315.29
20/04/2024,CHQ NO 694814 CLEARING,999.00,,5248316.29
20/04/2024,IMPS/P2P/127945927633/KAVYA REDDY/7403747034,,11200.00,5259516.29
20/04/2024,UPI/CR/1197272025/PADMA RAO/CNRB0226879/padma730@paytm,,11200.00,5270716.29
21/04/2024,UPI/DR/23213172/MALLIKA DAS/CNRB0226879/mallika492@ybl,79.00,,5270637.29
21/04/2024,NEFT/641425726371/MOHAMMED IRFAN/CNRB0226879/22966550133653,,850.00,5271487.29
21/04/2024,IMPS/P2P/0420083758/SURESH BABU/7733456239,,850.00,5272337.29
22/04/2024,CHQ NO 519673 CLEARING,310.00,,5272027.29
23/04/2024,CHQ NO 122362 CLEARING,3499.00,,5268528.29
23/04/2024,UPI/DR/791226679937/KAVYA REDDY/CNRB0226879/kavya510@ybl,2380.00,,5266148.29
24/04/2024,UPI/DR/94485069/MEERA PILLAI/CNRB0226879/meera927@okaxis,79.00,,5266069.29
25/04/2024,CHQ NO 452952 CLEARING,2380.00,,5263689.29
25/04/2024,CHQ NO 950973 CLEARING,7800.00,,5255889.29
25/04/2024,ATM/WDL/822494892465/HDFC ATM KORAMANGALA,999.00,,5254890.29
26/04/2024,ATM/WDL/33781290/HDFC ATM KORAMANGALA,310.00,,5254580.29
26/04/2024,CHQ NO 578678 CLEARING,7800.00,,5246780.29
26/04/2024,ATM/WDL/936024827578/CANARA ATM MYSURU,310.00,,5246470.29
26/04/2024,ATM/WDL/94167444/SBI ATM JAYANAGAR BLR,249.00,,5246221.29
26/04/2024,NEFT/2175215595/TANVI RAO/CNRB0226879/64807059822997,,24000.00,5270221.29
27/04/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,2500.00,5272721.29
27/04/2024,ATM/WDL/1984443355/SBI ATM JAYANAGAR BLR,449.00,,5272272.29
27/04/2024,NEFT/9194982885/REKHA PILLAI/CNRB0226879/91527425310462,2380.00,,5269892.29
27/04/2024,IMPS/P2P/2096921643/RAJENDRA PRASAD/9433017493,,4800.00,5274692.29
28/04/2024,CHQ NO 776914 CLEARING,249.00,,5274443.29
28/04/2024,NEFT/925289911038/SHEELA DEVI/CNRB0226879/91223093582819,999.00,,5273444.29
29/04/2024,CHQ NO 489168 CLEARING,5200.00,,5268244.29
30/04/2024,UPI/DR/09094843/NADIA HUSSAIN/CNRB0226879/nadia679@oksbi,5200.00,,5263044.29
01/05/2024,UPI/DR/7987432414/GOPAL VERMA/CNRB0226879/gopal979@ybl,120.00,,5262924.29
02/05/2024,UPI/CR/9173621555/LATHA MURTHY/CNRB0226879/latha419@okhdfc,,2500.00,5265424.29
02/05/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,32000.00,5297424.29
02/05/2024,NEFT/61371758/MOHAN DAS/CNRB0226879/23825112091271,5200.00,,5292224.29
02/05/2024,UPI/DR/3997273947/NIKHIL GUPTA/CNRB0226879/nikhil107@oksbi,310.00,,5291914.29
02/05/2024,UPI/DR/703681497536/MALLIKA DAS/CNRB0226879/mallika333@okaxis,999.00,,5290915.29
05/05/2024,UPI/CR/39153710/KAVERI MENON/CNRB0226879/kaveri139@okaxis,,7600.00,5298515.29
06/05/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,24000.00,5322515.29
06/05/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,5341015.29
06/05/2024,UPI/CR/14209918/KAVYA REDDY/CNRB0226879/kavya592@oksbi,,2500.00,5343515.29
08/05/2024,UPI/DR/2700557688/MEERA PILLAI/CNRB0226879/meera120@ybl,7800.00,,5335715.29
08/05/2024,UPI/DR/14449113/SUNITA DEVI/CNRB0226879/sunita80@okhdfc,2380.00,,5333335.29
08/05/2024,CHQ NO 811032 CLEARING,699.00,,5332636.29
08/05/2024,NEFT/8993648890/BINDHU NAIR/CNRB0226879/89617092859207,999.00,,5331637.29
08/05/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,5350137.29
09/05/2024,CHQ NO 685987 CLEARING,3499.00,,5346638.29
09/05/2024,NEFT/19017852/KARTHIK MENON/CNRB0226879/01605383836202,2380.00,,5344258.29
09/05/2024,NEFT/630351709248/USHA RANI/CNRB0226879/85517827633070,120.00,,5344138.29
09/05/2024,ATM/WDL/18763350/SBI ATM JAYANAGAR BLR,999.00,,5343139.29
09/05/2024,IMPS/P2P/6972844358/SHEELA DEVI/7331204407,,4800.00,5347939.29
10/05/2024,ATM/WDL/475535196901/HDFC ATM KORAMANGALA,49.00,,5347890.29
10/05/2024,UPI/DR/52705271/DEEPA NAIR/CNRB0226879/deepa235@ybl,850.00,,5347040.29
10/05/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,4800.00,5351840.29
10/05/2024,UPI/CR/603061807691/NADIA HUSSAIN/CNRB0226879/nadia857@okaxis,,500.00,5352340.29
10/05/2024,ATM/WDL/715286172564/CANARA ATM MYSURU,699.00,,5351641.29
11/05/2024,NEFT/9174861690/SANJANA HEGDE/CNRB0226879/45381834477381,,4800.00,5356441.29
11/05/2024,UPI/DR/3454437790/HARISH MENON/CNRB0226879/harish118@okhdfc,249.00,,5356192.29
11/05/2024,IMPS/P2P/55893147/PADMA RAO/8665416635,,32000.00,5388192.29
11/05/2024,NEFT/6660324946/GANESH KUMAR/CNRB0226879/34396779456682,1250.00,,5386942.29
11/05/2024,NEFT/0266346361/ANITHA KRISHNAN/CNRB0226879/65363859047592,79.00,,5386863.29
11/05/2024,UPI/DR/30027447/RAVI KUMAR SHARMA/CNRB0226879/ravi825@okhdfc,999.00,,5385864.29
12/05/2024,UPI/DR/215260707621/SURESH NAIR/CNRB0226879/suresh330@okaxis,120.00,,5385744.29
12/05/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,850.00,5386594.29
13/05/2024,CHQ NO 085872 CLEARING,7800.00,,5378794.29
13/05/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,11200.00,5389994.29
14/05/2024,NEFT/571449011848/SANTOSH KUMAR/CNRB0226879/19023078369762,,850.00,5390844.29
14/05/2024,ATM/WDL/67019674/HDFC ATM KORAMANGALA,49.00,,5390795.29
14/05/2024,NEFT/2997684674/REKHA PILLAI/CNRB0226879/40296517499995,850.00,,5389945.29
15/05/2024,UPI/CR/942908867155/RAJESH VERMA/CNRB0226879/rajesh519@paytm,,850.00,5390795.29
15/05/2024,CHQ NO 506904 CLEARING,1680.00,,5389115.29
15/05/2024,UPI/DR/770951499417/RANJIT SINGH/CNRB0226879/ranjit781@okaxis,850.00,,5388265.29
15/05/2024,CHQ NO 957964 CLEARING,120.00,,5388145.29
15/05/2024,CHQ NO 873530 CLEARING,120.00,,5388025.29
15/05/2024,ATM/WDL/665163281967/SBI ATM JAYANAGAR BLR,120.00,,5387905.29
16/05/2024,UPI/DR/80797146/AYESHA KHAN/CNRB0226879/ayesha979@paytm,850.00,,5387055.29
17/05/2024,UPI/DR/428922184516/RANJIT SINGH/CNRB0226879/ranjit784@okaxis,699.00,,5386356.29
17/05/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,850.00,5387206.29
17/05/2024,UPI/DR/929464155215/MOHAMMED IRFAN/CNRB0226879/mohammed471@okaxis,2380.00,,5384826.29
17/05/2024,NEFT/04843025/SURESH BABU/CNRB0226879/44277874419691,,18500.00,5403326.29
18/05/2024,NEFT/530929866056/RAMESH PILLAI/CNRB0226879/45893096073964,1250.00,,5402076.29
18/05/2024,CHQ NO 966106 CLEARING,2380.00,,5399696.29
18/05/2024,UPI/CR/877636506060/NAVEEN KUMAR/CNRB0226879/naveen482@ybl,,18500.00,5418196.29
19/05/2024,CHQ NO 913830 CLEARING,7800.00,,5410396.29
19/05/2024,NEFT/056481813518/SAVITHA DEVI/CNRB0226879/10431507824268,249.00,,5410147.29
19/05/2024,CHQ NO 976085 CLEARING,5200.00,,5404947.29
20/05/2024,NEFT/251756262238/FARHAN KHAN,18500.00,,5386447.29
21/05/2024,UPI/CR/20872023/SUNIL YADAV/CNRB0226879/sunil463@paytm,,24000.00,5410447.29
21/05/2024,UPI/DR/8302379206/GANESH KUMAR/CNRB0226879/ganesh706@paytm,49.00,,5410398.29
21/05/2024,UPI/DR/798098334743/GEETA DEVI/CNRB0226879/geeta236@okhdfc,5200.00,,5405198.29
21/05/2024,NEFT/46389620/REKHA PILLAI/CNRB0226879/00199397458959,120.00,,5405078.29
22/05/2024,UPI/DR/3887439200/NADIA HUSSAIN/CNRB0226879/nadia161@okaxis,449.00,,5404629.29
22/05/2024,NEFT/018695903740/SUSHMA RAO/CNRB0226879/61261856842341,249.00,,5404380.29
23/05/2024,REVERSAL-NEFT/PENDING_REV_05998616,,18500.00,5422880.29
23/05/2024,UPI/DR/4852385102/REKHA PILLAI/CNRB0226879/rekha604@ybl,999.00,,5421881.29
23/05/2024,NEFT/587503132262/FARHAN KHAN/CNRB0226879/44683018837811,,1200.00,5423081.29
24/05/2024,NEFT/6157750474/RAJENDRA PRASAD/CNRB0226879/09939453901305,,850.00,5423931.29
24/05/2024,ATM/WDL/427149720357/CANARA ATM MYSURU,79.00,,5423852.29
24/05/2024,UPI/DR/7377455582/ANAND KUMAR/CNRB0226879/anand451@oksbi,7800.00,,5416052.29
25/05/2024,UPI/CR/6468651898/HARISH MENON/CNRB0226879/harish828@oksbi,,1200.00,5417252.29
25/05/2024,CHQ NO 485021 CLEARING,850.00,,5416402.29
26/05/2024,NEFT/1518723017/DEEPAK JOSHI/CNRB0226879/53087251473773,,2500.00,5418902.29
26/05/2024,ATM/WDL/3167986232/SBI ATM JAYANAGAR BLR,1680.00,,5417222.29
26/05/2024,UPI/DR/418911474132/MALLIKA DAS/CNRB0226879/mallika852@oksbi,449.00,,5416773.29
26/05/2024,IMPS/P2P/9367570975/MOHAN DAS/8110176151,,2500.00,5419273.29
27/05/2024,UPI/CR/46270940/USHA RANI/CNRB0226879/usha28@paytm,,32000.00,5451273.29
27/05/2024,ATM/WDL/419823179074/HDFC ATM KORAMANGALA,5200.00,,5446073.29
27/05/2024,CHQ NO 581121 CLEARING,1680.00,,5444393.29
27/05/2024,UPI/CR/4501806704/SUNITA DEVI/CNRB0226879/sunita95@paytm,,32000.00,5476393.29
28/05/2024,NEFT/96423004/ARJUN MEHTA/CNRB0226879/89521190653219,,500.00,5476893.29
28/05/2024,UPI/CR/133600114992/DEEPAK JOSHI/CNRB0226879/deepak289@okaxis,,32000.00,5508893.29
29/05/2024,IMPS/P2P/66263033/TARA SINGH/9357291950,,4800.00,5513693.29
29/05/2024,NEFT/81570498/SURESH BABU/CNRB0226879/31901951266732,249.00,,5513444.29
30/05/2024,ATM/WDL/252443613656/SBI ATM JAYANAGAR BLR,699.00,,5512745.29
31/05/2024,UPI/DR/948620084358/DIVYA MENON/CNRB0226879/divya872@okaxis,7800.00,,5504945.29
31/05/2024,IMPS/P2P/919742182722/ARCHANA PILLAI/9491099530,,32000.00,5536945.29
31/05/2024,NEFT/082627512555/REKHA PILLAI/CNRB0226879/73051199337731,49.00,,5536896.29
31/05/2024,CHQ NO 760489 CLEARING,699.00,,5536197.29
01/06/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,11200.00,5547397.29
01/06/2024,UPI/DR/013375457985/SURESH BABU/CNRB0226879/suresh49@paytm,999.00,,5546398.29
02/06/2024,UPI/CR/2729293830/RAJESH VERMA/CNRB0226879/rajesh466@ybl,,11200.00,5557598.29
02/06/2024,NEFT/58692428/SNEHA PATIL/CNRB0226879/27938879975737,850.00,,5556748.29
03/06/2024,UPI/DR/3355100227/GEETA DEVI/CNRB0226879/geeta651@okhdfc,310.00,,5556438.29
03/06/2024,ATM/WDL/91875840/CANARA ATM MYSURU,1680.00,,5554758.29
03/06/2024,IMPS/P2P/761286135651/KAVERI MENON/9876346026,,850.00,5555608.29
04/06/2024,UPI/CR/318076041802/MALLIKA DAS/CNRB0226879/mallika382@oksbi,,4800.00,5560408.29
05/06/2024,UPI/DR/318276080978/NAVEEN KUMAR/CNRB0226879/naveen883@ybl,999.00,,5559409.29
05/06/2024,IMPS/P2P/078600679382/SMITHA PILLAI/8017778655,,2500.00,5561909.29
05/06/2024,UPI/CR/45124433/RAHUL SINGH/CNRB0226879/rahul492@okaxis,,850.00,5562759.29
05/06/2024,UPI/DR/40935149/TARA SINGH/CNRB0226879/tara495@okaxis,1250.00,,5561509.29
05/06/2024,CHQ NO 778532 CLEARING,449.00,,5561060.29
06/06/2024,UPI/DR/8547567942/LAKSHMI VENKAT/CNRB0226879/lakshmi41@oksbi,1250.00,,5559810.29
06/06/2024,IMPS/P2P/36587046/ARCHANA PILLAI/8469021520,,2500.00,5562310.29
06/06/2024,IMPS/P2P/6426768589/NAVEEN KUMAR/7227471067,,4800.00,5567110.29
06/06/2024,IMPS/P2P/355631577399/RAJENDRA PRASAD/7295888905,,32000.00,5599110.29
06/06/2024,UPI/DR/08605058/LAKSHMI VENKAT/CNRB0226879/lakshmi41@paytm,120.00,,5598990.29
07/06/2024,UPI/DR/15673261/MOHAMMED IRFAN/CNRB0226879/mohammed681@ybl,1250.00,,5597740.29
07/06/2024,NEFT/208343110309/DEEPAK JOSHI/CNRB0226879/08821136609422,1250.00,,5596490.29
08/06/2024,UPI/DR/701025330758/VENKAT RAO/CNRB0226879/venkat255@okhdfc,49.00,,5596441.29
08/06/2024,UPI/CR/5970196343/PADMA RAO/CNRB0226879/padma186@ybl,,11200.00,5607641.29
08/06/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,850.00,5608491.29
08/06/2024,UPI/DR/6606572284/ARUN SHARMA/CNRB0226879/arun786@paytm,7800.00,,5600691.29
08/06/2024,CHQ NO 327755 CLEARING,120.00,,5600571.29
09/06/2024,UPI/DR/69978768/RAHUL SINGH/CNRB0226879/rahul610@oksbi,49.00,,5600522.29
09/06/2024,CHQ NO 666694 CLEARING,7800.00,,5592722.29
09/06/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,32000.00,5624722.29
09/06/2024,CHQ NO 952098 CLEARING,49.00,,5624673.29
10/06/2024,UPI/DR/7311004329/BINDHU NAIR/CNRB0226879/bindhu619@okhdfc,7800.00,,5616873.29
10/06/2024,UPI/DR/1017019399/TANVI RAO/CNRB0226879/tanvi30@okhdfc,49.00,,5616824.29
10/06/2024,CHQ NO 342574 CLEARING,2380.00,,5614444.29
11/06/2024,ATM/WDL/5224190363/SBI ATM JAYANAGAR BLR,49.00,,5614395.29
11/06/2024,IMPS/P2P/981210757573/MEERA PILLAI/9916207591,,11200.00,5625595.29
11/06/2024,NEFT/59482823/KARTHIK MENON/CNRB0226879/43335884682254,850.00,,5624745.29
14/06/2024,UPI/CR/360192953080/NIKHIL GUPTA/CNRB0226879/nikhil451@paytm,,7600.00,5632345.29
14/06/2024,IMPS/P2P/623842977915/DIVYA MENON/7599188693,,1200.00,5633545.29
14/06/2024,CHQ NO 721536 CLEARING,5200.00,,5628345.29
15/06/2024,IMPS/P2P/39273153/ADITYA KUMAR/8799420911,,850.00,5629195.29
15/06/2024,UPI/DR/47182289/SUNIL YADAV/CNRB0226879/sunil689@oksbi,7800.00,,5621395.29
15/06/2024,UPI/CR/669117919964/KAVITHA RAO/CNRB0226879/kavitha361@okaxis,,500.00,5621895.29
16/06/2024,UPI/CR/9907007833/ANITHA KRISHNAN/CNRB0226879/anitha21@okhdfc,,7600.00,5629495.29
16/06/2024,UPI/DR/6783403181/PADMA RAO/CNRB0226879/padma216@paytm,120.00,,5629375.29
16/06/2024,UPI/DR/270259330309/MALLIKA DAS/CNRB0226879/mallika503@ybl,449.00,,5628926.29
16/06/2024,NEFT/542637169873/GEETA DEVI/CNRB0226879/93519484373073,,11200.00,5640126.29
17/06/2024,CHQ NO 974022 CLEARING,850.00,,5639276.29
18/06/2024,NEFT/7728541484/GANESH KUMAR/CNRB0226879/73085345265884,5200.00,,5634076.29
18/06/2024,IMPS/P2P/6545329417/GANESH KUMAR/8234867344,,850.00,5634926.29
19/06/2024,UPI/DR/3247100443/PRAKASH RAO/CNRB0226879/prakash180@paytm,249.00,,5634677.29
19/06/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,4800.00,5639477.29
20/06/2024,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,24000.00,5663477.29
