Transaction Date,Particulars,Chq/Ref No,Debit,Credit,Balance
11/12/2023,ATM/WDL/731098075178/CANARA ATM MYSURU,TXN0272982,850.00,,4391749.52
12/12/2023,IMPS/P2P/984735718549/NADIA HUSSAIN/7171915707,TXN0272983,,11200.00,4402949.52
13/12/2023,CHQ NO 662864 CLEARING,TXN0272984,5200.00,,4397749.52
13/12/2023,UPI/DR/47885409/SMITHA PILLAI/PUNB0368283/smitha329@oksbi,TXN0272985,7800.00,,4389949.52
13/12/2023,UPI/DR/944212698165/RAMESH PILLAI/PUNB0368283/ramesh784@paytm,TXN0272986,699.00,,4389250.52
14/12/2023,UPI/DR/820391999495/SHAHID KHAN/PUNB0368283/shahid540@ybl,TXN0272987,120.00,,4389130.52
14/12/2023,UPI/DR/323795915254/SAVITHA DEVI/PUNB0368283/savitha126@oksbi,TXN0272988,5200.00,,4383930.52
14/12/2023,ATM/WDL/9072699082/SBI ATM JAYANAGAR BLR,TXN0272989,120.00,,4383810.52
14/12/2023,ATM/WDL/044976943384/HDFC ATM KORAMANGALA,TXN0272990,1680.00,,4382130.52
14/12/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272991,,1200.00,4383330.52
14/12/2023,UPI/DR/76282182/POOJA SHARMA/PUNB0368283/pooja398@oksbi,TXN0272992,999.00,,4382331.52
15/12/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272993,,500.00,4382831.52
15/12/2023,UPI/CR/314873875063/ARJUN MEHTA/PUNB0368283/arjun357@okaxis,TXN0272994,,32000.00,4414831.52
15/12/2023,CHQ NO 288957 CLEARING,TXN0272995,7800.00,,4407031.52
15/12/2023,UPI/DR/830963921283/BINDHU NAIR/PUNB0368283/bindhu439@oksbi,TXN0272996,249.00,,4406782.52
15/12/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272997,,1200.00,4407982.52
16/12/2023,UPI/CR/0254493558/RAHUL SINGH/PUNB0368283/rahul400@paytm,TXN0272998,,2500.00,4410482.52
16/12/2023,UPI/CR/08312440/ANITHA KRISHNAN/PUNB0368283/anitha332@okaxis,TXN0272999,,11200.00,4421682.52
16/12/2023,NEFT/8238161063/SURESH NAIR/PUNB0368283/29287927690189,TXN0273000,,500.00,4422182.52
16/12/2023,CHQ NO 578164 CLEARING,TXN0273001,999.00,,4421183.52
17/12/2023,ATM/WDL/8529766856/HDFC ATM KORAMANGALA,TXN0273002,79.00,,4421104.52
17/12/2023,UPI/DR/29265998/ANITHA KRISHNAN/PUNB0368283/anitha298@paytm,TXN0273003,249.00,,4420855.52
17/12/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273004,,24000.00,4444855.52
17/12/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273005,,850.00,4445705.52
18/12/2023,NEFT/27081787/KAVITHA RAO/PUNB0368283/93369808988144,TXN0273006,49.00,,4445656.52
18/12/2023,ATM/WDL/8220567141/CANARA ATM MYSURU,TXN0273007,249.00,,4445407.52
19/12/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273008,,32000.00,4477407.52
19/12/2023,NEFT/99520022/NIKHIL GUPTA/PUNB0368283/56531899136376,TXN0273009,449.00,,4476958.52
19/12/2023,ATM/WDL/189715269003/SBI ATM JAYANAGAR BLR,TXN0273010,999.00,,4475959.52
20/12/2023,CHQ NO 907225 CLEARING,TXN0273011,249.00,,4475710.52
20/12/2023,NEFT/9099217262/RAVI KUMAR SHARMA/PUNB0368283/76220653649354,TXN0273012,,2500.00,4478210.52
21/12/2023,UPI/DR/440031892801/ARUN SHARMA/PUNB0368283/arun417@okaxis,TXN0273013,1680.00,,4476530.52
21/12/2023,ATM/WDL/66102536/HDFC ATM KORAMANGALA,TXN0273014,699.00,,4475831.52
21/12/2023,UPI/CR/629788649795/SMITHA PILLAI/PUNB0368283/smitha371@paytm,TXN0273015,,24000.00,4499831.52
22/12/2023,NEFT/403661688324/USHA RANI/PUNB0368283/15721679026879,TXN0273016,,11200.00,4511031.52
23/12/2023,UPI/DR/449794434804/SUNIL YADAV/PUNB0368283/sunil323@okhdfc,TXN0273017,850.00,,4510181.52
23/12/2023,UPI/CR/53083476/NILESH KULKARNI/PUNB0368283/nilesh80@paytm,TXN0273018,,2500.00,4512681.52
23/12/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273019,,4800.00,4517481.52
24/12/2023,UPI/DR/449034472271/SANTOSH KUMAR/PUNB0368283/santosh594@ybl,TXN0273020,79.00,,4517402.52
24/12/2023,IMPS/P2P/8384463630/SURESH BABU/8439774664,TXN0273021,,7600.00,4525002.52
24/12/2023,IMPS/P2P/27942009/KAVERI MENON/7039940077,TXN0273022,,850.00,4525852.52
25/12/2023,UPI/CR/267524305821/PRAKASH RAO/PUNB0368283/prakash715@okhdfc,TXN0273023,,7600.00,4533452.52
25/12/2023,CHQ NO 116103 CLEARING,TXN0273024,79.00,,4533373.52
25/12/2023,CHQ NO 645642 CLEARING,TXN0273025,7800.00,,4525573.52
26/12/2023,UPI/DR/738997550779/LAKSHMI VENKAT/PUNB0368283/lakshmi730@ybl,TXN0273026,699.00,,4524874.52
26/12/2023,NEFT/622436089029/SAVITHA DEVI/PUNB0368283/11034798262450,TXN0273027,449.00,,4524425.52
26/12/2023,IMPS/P2P/689492835733/ADITYA KUMAR/8135304626,TXN0273028,,11200.00,4535625.52
26/12/2023,CHQ NO 216434 CLEARING,TXN0273029,449.00,,4535176.52
26/12/2023,NEFT/225209456730/NADIA HUSSAIN/PUNB0368283/87726234176947,TXN0273030,2380.00,,4532796.52
27/12/2023,CHQ NO 449831 CLEARING,TXN0273031,2380.00,,4530416.52
27/12/2023,NEFT/541949883345/KAVYA REDDY/PUNB0368283/03976245590019,TXN0273032,3499.00,,4526917.52
27/12/2023,IMPS/P2P/883892970612/ARCHANA PILLAI/7814186211,TXN0273033,,4800.00,4531717.52
27/12/2023,ATM/WDL/259292340477/HDFC ATM KORAMANGALA,TXN0273034,449.00,,4531268.52
27/12/2023,UPI/CR/8189273266/SUNIL YADAV/PUNB0368283/sunil519@ybl,TXN0273035,,18500.00,4549768.52
27/12/2023,CHQ NO 140289 CLEARING,TXN0273036,79.00,,4549689.52
27/12/2023,UPI/CR/8252838299/AYESHA KHAN/PUNB0368283/ayesha23@okhdfc,TXN0273037,,4800.00,4554489.52
28/12/2023,NEFT/79544497/PRIYA NAIR/PUNB0368283/95621472060923,TXN0273038,3499.00,,4550990.52
28/12/2023,UPI/CR/2788443637/KARTHIK MENON/PUNB0368283/karthik743@okhdfc,TXN0273039,,2500.00,4553490.52
29/12/2023,UPI/DR/35573384/KAVITHA RAO/PUNB0368283/kavitha133@paytm,TXN0273040,249.00,,4553241.52
29/12/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273041,,18500.00,4571741.52
30/12/2023,ATM/WDL/50989814/HDFC ATM KORAMANGALA,TXN0273042,999.00,,4570742.52
31/12/2023,NEFT/6195138941/NADIA HUSSAIN/PUNB0368283/09079760511306,TXN0273043,,4800.00,4575542.52
31/12/2023,UPI/DR/21147628/PADMA RAO/PUNB0368283/padma986@okhdfc,TXN0273044,5200.00,,4570342.52
31/12/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273045,,18500.00,4588842.52
31/12/2023,NEFT/245152019860/DEEPA NAIR/PUNB0368283/20904023609463,TXN0273046,,32000.00,4620842.52
31/12/2023,UPI/DR/22289076/PREETHI IYER/PUNB0368283/preethi597@okaxis,TXN0273047,850.00,,4619992.52
31/12/2023,UPI/DR/4358802371/SANTOSH KUMAR/PUNB0368283/santosh286@oksbi,TXN0273048,2380.00,,4617612.52
01/01/2024,NEFT/133176893466/BABU LAL/PUNB0368283/54373273827908,TXN0273049,999.00,,4616613.52
01/01/2024,NEFT/6118469630/SAVITHA DEVI/PUNB0368283/04226226483063,TXN0273050,999.00,,4615614.52
01/01/2024,ATM/WDL/76328691/HDFC ATM KORAMANGALA,TXN0273051,79.00,,4615535.52
01/01/2024,NEFT/74867415/FARHAN KHAN/PUNB0368283/97069544182464,TXN0273052,249.00,,4615286.52
02/01/2024,CHQ NO 674139 CLEARING,TXN0273053,850.00,,4614436.52
02/01/2024,NEFT/870573323516/RAVI KUMAR SHARMA/PUNB0368283/93333626352252,TXN0273054,,1200.00,4615636.52
02/01/2024,CHQ NO 694826 CLEARING,TXN0273055,999.00,,4614637.52
04/01/2024,UPI/DR/2861759642/SUSHMA RAO/PUNB0368283/sushma409@okhdfc,TXN0273056,699.00,,4613938.52
04/01/2024,UPI/DR/8449115860/RAVI KUMAR SHARMA/PUNB0368283/ravi40@ybl,TXN0273057,1250.00,,4612688.52
04/01/2024,UPI/DR/97935961/MEERA PILLAI/PUNB0368283/meera741@okaxis,TXN0273058,999.00,,4611689.52
05/01/2024,CHQ NO 177905 CLEARING,TXN0273059,79.00,,4611610.52
05/01/2024,NEFT/93466540/DEEPA NAIR/PUNB0368283/91252937254266,TXN0273060,3499.00,,4608111.52
05/01/2024,UPI/DR/8232904422/RAJESH VERMA/PUNB0368283/rajesh504@oksbi,TXN0273061,49.00,,4608062.52
06/01/2024,NEFT/88378699/RAVI KUMAR SHARMA/PUNB0368283/50457234615527,TXN0273062,120.00,,4607942.52
06/01/2024,UPI/DR/335524258000/RAHUL SINGH/PUNB0368283/rahul24@oksbi,TXN0273063,999.00,,4606943.52
06/01/2024,IMPS/P2P/782717516741/SMITHA PILLAI/9640929399,TXN0273064,,7600.00,4614543.52
06/01/2024,IMPS/P2P/996324594870/REKHA PILLAI/9210893536,TXN0273065,,24000.00,4638543.52
06/01/2024,UPI/CR/90199334/KIRAN REDDY/PUNB0368283/kiran722@oksbi,TXN0273066,,2500.00,4641043.52
06/01/2024,UPI/DR/712647831151/KAVITHA RAO/PUNB0368283/kavitha340@okaxis,TXN0273067,999.00,,4640044.52
07/01/2024,NEFT/95674033/AYESHA KHAN/PUNB0368283/85979738130086,TXN0273068,,32000.00,4672044.52
07/01/2024,UPI/DR/2992388721/BABU LAL/PUNB0368283/babu499@ybl,TXN0273069,310.00,,4671734.52
07/01/2024,IMPS/P2P/449488780053/CHANDAN SHARMA/9841195435,TXN0273070,,18500.00,4690234.52
07/01/2024,IMPS/P2P/1565819471/RESHMA KHAN/9145175521,TXN0273071,,18500.00,4708734.52
08/01/2024,NEFT/4754787216/PRAKASH RAO/PUNB0368283/61968602535922,TXN0273072,,500.00,4709234.52
09/01/2024,NEFT/096351394884/RAJENDRA PRASAD/PUNB0368283/38691590622528,TXN0273073,5200.00,,4704034.52
09/01/2024,IMPS/P2P/025099179557/RAJESH VERMA/8423396471,TXN0273074,,1200.00,4705234.52
09/01/2024,CHQ NO 031887 CLEARING,TXN0273075,1250.00,,4703984.52
09/01/2024,IMPS/P2P/34300044/BINDHU NAIR/7729114235,TXN0273076,,1200.00,4705184.52
09/01/2024,ATM/WDL/92643862/HDFC ATM KORAMANGALA,TXN0273077,850.00,,4704334.52
10/01/2024,UPI/CR/572529485293/TARA SINGH/PUNB0368283/tara595@okaxis,TXN0273078,,850.00,4705184.52
10/01/2024,UPI/DR/00659857/RANJIT SINGH/PUNB0368283/ranjit567@okhdfc,TXN0273079,1680.00,,4703504.52
11/01/2024,UPI/CR/26008003/CHANDAN SHARMA/PUNB0368283/chandan458@ybl,TXN0273080,,2500.00,4706004.52
12/01/2024,CHQ NO 617611 CLEARING,TXN0273081,120.00,,4705884.52
12/01/2024,UPI/DR/61691874/MEERA PILLAI/PUNB0368283/meera156@okhdfc,TXN0273082,1680.00,,4704204.52
12/01/2024,ATM/WDL/3767771798/CANARA ATM MYSURU,TXN0273083,449.00,,4703755.52
12/01/2024,UPI/DR/895602734607/SMITHA PILLAI/PUNB0368283/smitha734@ybl,TXN0273084,49.00,,4703706.52
13/01/2024,NEFT/69968229/SUNITA DEVI/PUNB0368283/16555462588244,TXN0273085,,4800.00,4708506.52
14/01/2024,ATM/WDL/0612727641/HDFC ATM KORAMANGALA,TXN0273086,1680.00,,4706826.52
14/01/2024,NEFT/7829408386/VENKAT RAO/PUNB0368283/71494278234103,TXN0273087,120.00,,4706706.52
14/01/2024,UPI/DR/216896026485/VENKAT RAO/PUNB0368283/venkat736@paytm,TXN0273088,249.00,,4706457.52
15/01/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273089,,24000.00,4730457.52
15/01/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273090,,500.00,4730957.52
15/01/2024,IMPS/P2P/1588811054/ARUN SHARMA/9941456317,TXN0273091,,500.00,4731457.52
16/01/2024,UPI/DR/10938104/NILESH KULKARNI/PUNB0368283/nilesh951@okhdfc,TXN0273092,5200.00,,4726257.52
16/01/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273093,,850.00,4727107.52
16/01/2024,NEFT/995961648328/GOPAL VERMA/PUNB0368283/19222904496494,TXN0273094,,4800.00,4731907.52
18/01/2024,ATM/WDL/764133010989/SBI ATM JAYANAGAR BLR,TXN0273095,7800.00,,4724107.52
18/01/2024,UPI/DR/247140890832/GOPAL VERMA/PUNB0368283/gopal648@oksbi,TXN0273096,310.00,,4723797.52
18/01/2024,UPI/DR/90371820/POOJA SHARMA/PUNB0368283/pooja149@oksbi,TXN0273097,699.00,,4723098.52
19/01/2024,NEFT/46369388/CHANDAN SHARMA/PUNB0368283/60468880284358,TXN0273098,,1200.00,4724298.52
20/01/2024,CHQ NO 021389 CLEARING,TXN0273099,1250.00,,4723048.52
20/01/2024,CHQ NO 382441 CLEARING,TXN0273100,49.00,,4722999.52
21/01/2024,UPI/DR/324487698984/KAVERI MENON/PUNB0368283/kaveri595@okhdfc,TXN0273101,2380.00,,4720619.52
21/01/2024,NEFT/571476219429/KAVERI MENON/PUNB0368283/11367036188078,TXN0273102,5200.00,,4715419.52
21/01/2024,UPI/DR/67244559/LATHA MURTHY/PUNB0368283/latha660@okaxis,TXN0273103,1250.00,,4714169.52
21/01/2024,ATM/WDL/7827802941/HDFC ATM KORAMANGALA,TXN0273104,1680.00,,4712489.52
21/01/2024,ATM/WDL/22941636/CANARA ATM MYSURU,TXN0273105,449.00,,4712040.52
21/01/2024,NEFT/295414686098/FATIMA SHEIKH/PUNB0368283/89955103304258,TXN0273106,5200.00,,4706840.52
21/01/2024,UPI/DR/24259755/MOHAMMED IRFAN/PUNB0368283/mohammed569@okaxis,TXN0273107,3499.00,,4703341.52
22/01/2024,CHQ NO 131503 CLEARING,TXN0273108,310.00,,4703031.52
23/01/2024,IMPS/P2P/5458937573/RANJIT SINGH/8335885766,TXN0273109,,850.00,4703881.52
23/01/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273110,,1200.00,4705081.52
23/01/2024,UPI/DR/268738993011/MOHAN DAS/PUNB0368283/mohan400@ybl,TXN0273111,699.00,,4704382.52
24/01/2024,IMPS/P2P/564372339046/PRAKASH RAO/8889815153,TXN0273112,,850.00,4705232.52
25/01/2024,NEFT/42073064/RESHMA KHAN/PUNB0368283/80968863746991,TXN0273113,120.00,,4705112.52
25/01/2024,CHQ NO 049297 CLEARING,TXN0273114,999.00,,4704113.52
25/01/2024,ATM/WDL/9389640046/SBI ATM JAYANAGAR BLR,TXN0273115,3499.00,,4700614.52
25/01/2024,UPI/DR/05715097/SHEELA DEVI/PUNB0368283/sheela489@okhdfc,TXN0273116,3499.00,,4697115.52
26/01/2024,UPI/DR/1935769635/KIRAN REDDY/PUNB0368283/kiran849@ybl,TXN0273117,49.00,,4697066.52
27/01/2024,NEFT/4920430309/SMITHA PILLAI/PUNB0368283/99259540880662,TXN0273118,,7600.00,4704666.52
27/01/2024,UPI/DR/443754282632/HARISH MENON/PUNB0368283/harish547@okhdfc,TXN0273119,120.00,,4704546.52
27/01/2024,NEFT/273314444592/NIKHIL GUPTA/PUNB0368283/96699101198395,TXN0273120,,850.00,4705396.52
28/01/2024,CHQ NO 093326 CLEARING,TXN0273121,49.00,,4705347.52
28/01/2024,NEFT/8683132314/ARJUN MEHTA/PUNB0368283/47244139557411,TXN0273122,,11200.00,4716547.52
28/01/2024,NEFT/7276087336/AYESHA KHAN/PUNB0368283/99300476282962,TXN0273123,5200.00,,4711347.52
30/01/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273124,,2500.00,4713847.52
30/01/2024,UPI/CR/860671863499/SUNITA DEVI/PUNB0368283/sunita303@okaxis,TXN0273125,,500.00,4714347.52
31/01/2024,CHQ NO 591652 CLEARING,TXN0273126,1680.00,,4712667.52
31/01/2024,IMPS/P2P/3279651373/ANAND KUMAR/9155969791,TXN0273127,,18500.00,4731167.52
31/01/2024,CHQ NO 667735 CLEARING,TXN0273128,1250.00,,4729917.52
31/01/2024,NEFT/60886243/RAJENDRA PRASAD/PUNB0368283/11880707123624,TXN0273129,,32000.00,4761917.52
31/01/2024,UPI/DR/7893822666/MALLIKA DAS/PUNB0368283/mallika436@oksbi,TXN0273130,79.00,,4761838.52
31/01/2024,CHQ NO 930678 CLEARING,TXN0273131,449.00,,4761389.52
31/01/2024,IMPS/P2P/44386090/ADITYA KUMAR/7513952209,TXN0273132,,11200.00,4772589.52
31/01/2024,UPI/CR/998296097177/PADMA RAO/PUNB0368283/padma663@okhdfc,TXN0273133,,1200.00,4773789.52
01/02/2024,UPI/CR/8787952519/NADIA HUSSAIN/PUNB0368283/nadia388@okhdfc,TXN0273134,,24000.00,4797789.52
01/02/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273135,,24000.00,4821789.52
01/02/2024,UPI/DR/47191417/ROHIT SHARMA/PUNB0368283/rohit748@ybl,TXN0273136,1680.00,,4820109.52
01/02/2024,NEFT/40733597/SANTOSH KUMAR/PUNB0368283/74676263205922,TXN0273137,79.00,,4820030.52
02/02/2024,UPI/DR/6373029159/ARCHANA PILLAI/PUNB0368283/archana48@ybl,TXN0273138,999.00,,4819031.52
02/02/2024,NEFT/6844711734/DEEPA NAIR/PUNB0368283/19164621794526,TXN0273139,,1200.00,4820231.52
03/02/2024,UPI/DR/18211984/CHANDAN SHARMA/PUNB0368283/chandan512@paytm,TXN0273140,999.00,,4819232.52
03/02/2024,UPI/CR/889889349261/BABU LAL/PUNB0368283/babu10@okhdfc,TXN0273141,,32000.00,4851232.52
03/02/2024,UPI/CR/447436718560/ANAND KUMAR/PUNB0368283/anand420@okaxis,TXN0273142,,2500.00,4853732.52
03/02/2024,ATM/WDL/11302735/SBI ATM JAYANAGAR BLR,TXN0273143,999.00,,4852733.52
04/02/2024,CHQ NO 340178 CLEARING,TXN0273144,2380.00,,4850353.52
04/02/2024,CHQ NO 076713 CLEARING,TXN0273145,999.00,,4849354.52
04/02/2024,NEFT/337863315857/KARTHIK MENON/PUNB0368283/37823760857388,TXN0273146,,4800.00,4854154.52
04/02/2024,UPI/DR/014670093502/DEEPAK JOSHI/PUNB0368283/deepak678@okhdfc,TXN0273147,249.00,,4853905.52
05/02/2024,UPI/CR/8885436555/SUNIL YADAV/PUNB0368283/sunil474@okhdfc,TXN0273148,,4800.00,4858705.52
05/02/2024,ATM/WDL/4757217152/HDFC ATM KORAMANGALA,TXN0273149,120.00,,4858585.52
05/02/2024,UPI/DR/290239783824/CHANDAN SHARMA/PUNB0368283/chandan220@ybl,TXN0273150,1250.00,,4857335.52
06/02/2024,ATM/WDL/8168634856/SBI ATM JAYANAGAR BLR,TXN0273151,1250.00,,4856085.52
06/02/2024,UPI/DR/37954253/RAMESH GOWDA/PUNB0368283/ramesh663@oksbi,TXN0273152,2380.00,,4853705.52
07/02/2024,NEFT/97875848/RAHUL SINGH/PUNB0368283/14314398424498,TXN0273153,1680.00,,4852025.52
07/02/2024,UPI/DR/2640697373/RAHUL SINGH/PUNB0368283/rahul726@oksbi,TXN0273154,699.00,,4851326.52
07/02/2024,UPI/DR/152879869507/MOHAN DAS/PUNB0368283/mohan430@ybl,TXN0273155,249.00,,4851077.52
07/02/2024,CHQ NO 572893 CLEARING,TXN0273156,1250.00,,4849827.52
08/02/2024,NEFT/023103340851/ANITHA KRISHNAN/PUNB0368283/60818326175983,TXN0273157,7800.00,,4842027.52
08/02/2024,UPI/DR/8892240925/RAMESH GOWDA/PUNB0368283/ramesh808@ybl,TXN0273158,449.00,,4841578.52
09/02/2024,UPI/DR/936714169058/SANJANA HEGDE/PUNB0368283/sanjana563@okaxis,TXN0273159,79.00,,4841499.52
09/02/2024,NEFT/4732444389/KAVYA REDDY/PUNB0368283/14683742594966,TXN0273160,5200.00,,4836299.52
09/02/2024,UPI/DR/5908431957/KAVITHA RAO/PUNB0368283/kavitha667@okhdfc,TXN0273161,1680.00,,4834619.52
10/02/2024,UPI/DR/8281224015/DEEPAK JOSHI/PUNB0368283/deepak740@oksbi,TXN0273162,3499.00,,4831120.52
10/02/2024,IMPS/P2P/8573479083/SUNITA DEVI/7623003726,TXN0273163,,7600.00,4838720.52
11/02/2024,ATM/WDL/905731519567/SBI ATM JAYANAGAR BLR,TXN0273164,2380.00,,4836340.52
11/02/2024,NEFT/9343993995/SNEHA PATIL/PUNB0368283/79020932766634,TXN0273165,,11200.00,4847540.52
11/02/2024,CHQ NO 055824 CLEARING,TXN0273166,699.00,,4846841.52
11/02/2024,UPI/CR/64379399/RAHUL SINGH/PUNB0368283/rahul740@okaxis,TXN0273167,,7600.00,4854441.52
12/02/2024,UPI/CR/577561224214/SANJANA HEGDE/PUNB0368283/sanjana274@oksbi,TXN0273168,,500.00,4854941.52
13/02/2024,NEFT/298499204281/GOPAL VERMA/PUNB0368283/66453245291039,TXN0273169,310.00,,4854631.52
13/02/2024,CHQ NO 622193 CLEARING,TXN0273170,7800.00,,4846831.52
13/02/2024,UPI/DR/1884319670/MALLIKA DAS/PUNB0368283/mallika629@paytm,TXN0273171,5200.00,,4841631.52
14/02/2024,UPI/DR/87514544/GOPAL VERMA/PUNB0368283/gopal851@oksbi,TXN0273172,49.00,,4841582.52
15/02/2024,UPI/DR/922650181144/ANAND KUMAR/PUNB0368283/anand772@paytm,TXN0273173,3499.00,,4838083.52
15/02/2024,NEFT/9027600452/REKHA PILLAI/PUNB0368283/30247899202116,TXN0273174,,1200.00,4839283.52
15/02/2024,CHQ NO 821636 CLEARING,TXN0273175,999.00,,4838284.52
16/02/2024,UPI/DR/01716291/ARJUN MEHTA/PUNB0368283/arjun323@paytm,TXN0273176,1250.00,,4837034.52
16/02/2024,ATM/WDL/17525131/CANARA ATM MYSURU,TXN0273177,310.00,,4836724.52
16/02/2024,UPI/DR/61045155/MOHAN DAS/PUNB0368283/mohan468@oksbi,TXN0273178,3499.00,,4833225.52
16/02/2024,UPI/DR/03590890/ROHIT SHARMA/PUNB0368283/rohit853@oksbi,TXN0273179,3499.00,,4829726.52
17/02/2024,UPI/DR/806514208784/BINDHU NAIR/PUNB0368283/bindhu160@paytm,TXN0273180,3499.00,,4826227.52
17/02/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273181,,24000.00,4850227.52
17/02/2024,UPI/DR/3706438176/SUSHMA RAO/PUNB0368283/sushma963@okaxis,TXN0273182,79.00,,4850148.52
17/02/2024,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0273183,,32000.00,4882148.52
19/02/2024,UPI/DR/362035825831/ARJUN MEHTA/PUNB0368283/arjun608@okaxis,TXN0273184,310.00,,4881838.52
19/02/2024,NEFT/805527014516/ANAND KUMAR/PUNB0368283/39454891586972,TXN0273185,79.00,,4881759.52
20/02/2024,UPI/DR/05296432/BINDHU NAIR/PUNB0368283/bindhu960@oksbi,TXN0273186,7800.00,,4873959.52
20/02/2024,UPI/DR/840472626153/BABU LAL/PUNB0368283/babu890@okaxis,TXN0273187,699.00,,4873260.52
20/02/2024,IMPS/P2P/4508240302/MEENA IYER/8848736825,TXN0273188,,500.00,4873760.52
20/02/2024,UPI/DR/34783899/SAVITHA DEVI/PUNB0368283/savitha997@paytm,TXN0273189,120.00,,4873640.52
21/02/2024,NEFT/94291139/SUNIL YADAV/PUNB0368283/82396452502136,TXN0273190,,2500.00,4876140.52
21/02/2024,CHQ NO 757750 CLEARING,TXN0273191,999.00,,4875141.52
21/02/2024,UPI/CR/0549186398/RANJIT SINGH/PUNB0368283/ranjit355@oksbi,TXN0273192,,1200.00,4876341.52
21/02/2024,UPI/DR/0242233813/TARA SINGH/PUNB0368283/tara774@okhdfc,TXN0273193,249.00,,4876092.52
21/02/2024,NEFT/83261139/SUNITA DEVI/PUNB0368283/15798356548573,TXN0273194,,500.00,4876592.52
22/02/2024,UPI/DR/0224754871/RAJENDRA PRASAD/PUNB0368283/rajendra818@okhdfc,TXN0273195,999.00,,4875593.52
22/02/2024,NEFT/480648841512/SMITHA PILLAI/PUNB0368283/50051424474726,TXN0273196,,24000.00,4899593.52
23/02/2024,ATM/WDL/4296860013/HDFC ATM KORAMANGALA,TXN0273197,999.00,,4898594.52
23/02/2024,NEFT/95067105/TARA SINGH/PUNB0368283/67371900864510,TXN0273198,,18500.00,4917094.52
23/02/2024,NEFT/273450646966/ARCHANA PILLAI/PUNB0368283/72169589623905,TXN0273199,,850.00,4917944.52
24/02/2024,UPI/DR/647714048586/GOPAL VERMA/PUNB0368283/gopal995@ybl,TXN0273200,79.00,,4917865.52
25/02/2024,NEFT/6440234730/GANESH KUMAR/PUNB0368283/95806566257835,TXN0273201,,850.00,4918715.52
25/02/2024,NEFT/22688730/PADMA RAO/PUNB0368283/55629913346159,TXN0273202,,11200.00,4929915.52
25/02/2024,CHQ NO 734377 CLEARING,TXN0273203,699.00,,4929216.52
26/02/2024,UPI/DR/40327896/GOPAL VERMA/PUNB0368283/gopal259@okhdfc,TXN0273204,2380.00,,4926836.52
26/02/2024,IMPS/P2P/1822614755/DEEPAK JOSHI/7893288153,TXN0273205,,18500.00,4945336.52
27/02/2024,NEFT/91426199/SURESH NAIR/PUNB0368283/10142473530036,TXN0273206,7800.00,,4937536.52
27/02/2024,NEFT/9478723287/RESHMA KHAN/PUNB0368283/09358818626118,TXN0273207,,850.00,4938386.52
27/02/2024,UPI/DR/6515959465/RANJIT SINGH/PUNB0368283/ranjit384@oksbi,TXN0273208,999.00,,4937387.52
27/02/2024,CHQ NO 377271 CLEARING,TXN0273209,79.00,,4937308.52
28/02/2024,NEFT/99422008/CHANDAN SHARMA/PUNB0368283/80959028147827,TXN0273210,,18500.00,4955808.52
28/02/2024,UPI/CR/522734787420/SUSHMA RAO/PUNB0368283/sushma831@okaxis,TXN0273211,,1200.00,4957008.52
28/02/2024,UPI/CR/4968150186/SUNITA DEVI/PUNB0368283/sunita707@ybl,TXN0273212,,18500.00,4975508.52
01/03/2024,NEFT/57127384/IMRAN KHAN/PUNB0368283/83179567958178,TXN0273213,699.00,,4974809.52
01/03/2024,UPI/DR/3978430015/NILESH KULKARNI/PUNB0368283/nilesh886@paytm,TXN0273214,999.00,,4973810.52
01/03/2024,NEFT/6198099726/SUNITA DEVI/PUNB0368283/48805640577783,TXN0273215,,7600.00,4981410.52
01/03/2024,ATM/WDL/97558153/SBI ATM JAYANAGAR BLR,TXN0273216,3499.00,,4977911.52
01/03/2024,UPI/CR/9902290175/TARA SINGH/PUNB0368283/tara655@ybl,TXN0273217,,18500.00,4996411.52
01/03/2024,UPI/CR/92802762/ARJUN MEHTA/PUNB0368283/arjun744@ybl,TXN0273218,,2500.00,4998911.52
