Value Date,Transaction Date,Description,Withdrawal Amt (INR Dr),Deposit Amt (INR Cr),Closing Balance
07/09/2023,06/09/2023,CHQ NO 044504 CLEARING,850.00,,5898036.21
08/09/2023,07/09/2023,UPI/CR/478683177456/ARUN SHARMA/HDFC0722665/arun328@okhdfc,,24000.00,5922036.21
08/09/2023,07/09/2023,NEFT/6454252485/GEETA DEVI/HDFC0722665/23473405191671,79.00,,5921957.21
08/09/2023,07/09/2023,UPI/DR/40935553/RAJESH VERMA/HDFC0722665/rajesh50@okhdfc,79.00,,5921878.21
07/09/2023,07/09/2023,UPI/DR/0422670917/IMRAN KHAN/HDFC0722665/imran87@okaxis,79.00,,5921799.21
07/09/2023,07/09/2023,UPI/CR/239373623017/SUNIL YADAV/HDFC0722665/sunil470@oksbi,,2500.00,5924299.21
07/09/2023,07/09/2023,UPI/DR/1085275777/TANVI RAO/HDFC0722665/tanvi847@oksbi,1680.00,,5922619.21
08/09/2023,07/09/2023,CHQ NO 799431 CLEARING,3499.00,,5919120.21
07/09/2023,07/09/2023,UPI/DR/286043134479/BABU LAL/HDFC0722665/babu948@okhdfc,120.00,,5919000.21
08/09/2023,08/09/2023,IMPS/P2P/430490043962/LAKSHMI VENKAT/7839538488,,11200.00,5930200.21
08/09/2023,08/09/2023,UPI/DR/008049599492/ADITYA KUMAR/HDFC0722665/aditya535@paytm,49.00,,5930151.21
08/09/2023,08/09/2023,CHQ NO 486194 CLEARING,699.00,,5929452.21
09/09/2023,08/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,500.00,5929952.21
08/09/2023,08/09/2023,CHQ NO 838686 CLEARING,3499.00,,5926453.21
08/09/2023,08/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,5937653.21
09/09/2023,09/09/2023,UPI/DR/898129837027/KAVYA REDDY/HDFC0722665/kavya823@okhdfc,850.00,,5936803.21
09/09/2023,09/09/2023,UPI/DR/6676277356/RAHUL SINGH/HDFC0722665/rahul891@ybl,249.00,,5936554.21
10/09/2023,09/09/2023,CHQ NO 996577 CLEARING,249.00,,5936305.21
09/09/2023,09/09/2023,ATM/WDL/4375458333/HDFC ATM KORAMANGALA,7800.00,,5928505.21
10/09/2023,10/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,5939705.21
11/09/2023,10/09/2023,UPI/DR/576056113233/MEENA IYER/HDFC0722665/meena882@paytm,49.00,,5939656.21
10/09/2023,10/09/2023,UPI/DR/116441329258/ANAND KUMAR/HDFC0722665/anand431@oksbi,3499.00,,5936157.21
10/09/2023,10/09/2023,CHQ NO 350063 CLEARING,999.00,,5935158.21
10/09/2023,10/09/2023,CHQ NO 184630 CLEARING,3499.00,,5931659.21
11/09/2023,11/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,5939259.21
11/09/2023,11/09/2023,UPI/DR/52877917/NILESH KULKARNI/HDFC0722665/nilesh505@ybl,699.00,,5938560.21
11/09/2023,11/09/2023,UPI/DR/670631771079/DIVYA MENON/HDFC0722665/divya774@oksbi,120.00,,5938440.21
11/09/2023,11/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,5940940.21
11/09/2023,11/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,5972940.21
11/09/2023,11/09/2023,UPI/CR/41217856/ROHIT SHARMA/HDFC0722665/rohit933@paytm,,7600.00,5980540.21
11/09/2023,11/09/2023,ATM/WDL/126099064070/SBI ATM JAYANAGAR BLR,49.00,,5980491.21
12/09/2023,12/09/2023,IMPS/P2P/46419676/SANJANA HEGDE/9113098228,,850.00,5981341.21
12/09/2023,12/09/2023,CHQ NO 640069 CLEARING,7800.00,,5973541.21
12/09/2023,12/09/2023,UPI/DR/47327349/SHEELA DEVI/HDFC0722665/sheela465@oksbi,1250.00,,5972291.21
12/09/2023,12/09/2023,CHQ NO 338390 CLEARING,699.00,,5971592.21
13/09/2023,12/09/2023,UPI/CR/96218038/KIRAN REDDY/HDFC0722665/kiran337@ybl,,24000.00,5995592.21
12/09/2023,12/09/2023,CHQ NO 317188 CLEARING,449.00,,5995143.21
12/09/2023,12/09/2023,NEFT/16171413/NADIA HUSSAIN/HDFC0722665/32116767567458,2380.00,,5992763.21
12/09/2023,12/09/2023,UPI/DR/875880258133/FARHAN KHAN/HDFC0722665/farhan77@ybl,120.00,,5992643.21
13/09/2023,13/09/2023,ATM/WDL/08535898/CANARA ATM MYSURU,310.00,,5992333.21
13/09/2023,13/09/2023,UPI/CR/199974459696/SMITHA PILLAI/HDFC0722665/smitha112@oksbi,,850.00,5993183.21
13/09/2023,13/09/2023,NEFT/1883026874/HARISH MENON/HDFC0722665/31153588087611,5200.00,,5987983.21
14/09/2023,13/09/2023,IMPS/P2P/726595371101/RAMESH PILLAI/9296761918,,500.00,5988483.21
14/09/2023,13/09/2023,UPI/DR/791928934427/KIRAN REDDY/HDFC0722665/kiran617@oksbi,310.00,,5988173.21
13/09/2023,13/09/2023,NEFT/0704435595/KAVITHA RAO/HDFC0722665/58563926729680,79.00,,5988094.21
13/09/2023,13/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,5989294.21
13/09/2023,13/09/2023,NEFT/057286561285/RAVI KUMAR SHARMA/HDFC0722665/45723143995452,310.00,,5988984.21
14/09/2023,14/09/2023,IMPS/P2P/54340843/SUNITA DEVI/9905991079,,11200.00,6000184.21
15/09/2023,14/09/2023,UPI/CR/615075747317/SMITHA PILLAI/HDFC0722665/smitha102@oksbi,,2500.00,6002684.21
14/09/2023,14/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,6003884.21
15/09/2023,15/09/2023,NEFT/38152049/SMITHA PILLAI/HDFC0722665/84275886874708,,1200.00,6005084.21
16/09/2023,15/09/2023,UPI/DR/359410033481/ROHIT SHARMA/HDFC0722665/rohit642@oksbi,49.00,,6005035.21
15/09/2023,15/09/2023,UPI/DR/18464448/BABU LAL/HDFC0722665/babu168@ybl,7800.00,,5997235.21
15/09/2023,15/09/2023,UPI/DR/42936255/SHAHID KHAN/HDFC0722665/shahid431@paytm,79.00,,5997156.21
15/09/2023,15/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,6001956.21
15/09/2023,15/09/2023,UPI/DR/0225728415/RAHUL SINGH/HDFC0722665/rahul731@okaxis,1680.00,,6000276.21
16/09/2023,16/09/2023,UPI/DR/7252402103/AYESHA KHAN/HDFC0722665/ayesha740@paytm,49.00,,6000227.21
16/09/2023,16/09/2023,UPI/DR/1902860743/RAJESH VERMA/HDFC0722665/rajesh641@paytm,1250.00,,5998977.21
16/09/2023,16/09/2023,CHQ NO 082003 CLEARING,999.00,,5997978.21
16/09/2023,16/09/2023,UPI/DR/083363945188/GANESH KUMAR/HDFC0722665/ganesh915@ybl,1250.00,,5996728.21
16/09/2023,16/09/2023,NEFT/8831830173/LAKSHMI VENKAT/HDFC0722665/86741938442312,1250.00,,5995478.21
16/09/2023,16/09/2023,IMPS/P2P/007575998386/RAVI KUMAR SHARMA/8020361271,,2500.00,5997978.21
16/09/2023,16/09/2023,CHQ NO 532769 CLEARING,7800.00,,5990178.21
16/09/2023,16/09/2023,NEFT/14824765/DEEPAK JOSHI/HDFC0722665/71050771927967,,500.00,5990678.21
17/09/2023,16/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,6014678.21
17/09/2023,17/09/2023,UPI/DR/125189921992/FARHAN KHAN/HDFC0722665/farhan126@oksbi,49.00,,6014629.21
17/09/2023,17/09/2023,IMPS/P2P/3033341263/LATHA MURTHY/9880038186,,850.00,6015479.21
18/09/2023,17/09/2023,NEFT/63878082/PRAKASH RAO/HDFC0722665/03098786707063,,4800.00,6020279.21
17/09/2023,17/09/2023,NEFT/771322868521/IMRAN KHAN/HDFC0722665/97403637564961,,32000.00,6052279.21
17/09/2023,17/09/2023,UPI/DR/352942767007/NILESH KULKARNI/HDFC0722665/nilesh792@oksbi,79.00,,6052200.21
17/09/2023,17/09/2023,UPI/DR/221913256729/HARISH MENON/HDFC0722665/harish363@ybl,249.00,,6051951.21
17/09/2023,17/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,6053151.21
17/09/2023,17/09/2023,CHQ NO 590217 CLEARING,1680.00,,6051471.21
18/09/2023,18/09/2023,UPI/CR/71038187/RAJESH VERMA/HDFC0722665/rajesh869@paytm,,32000.00,6083471.21
18/09/2023,18/09/2023,UPI/CR/2748189184/PRAKASH RAO/HDFC0722665/prakash335@okaxis,,24000.00,6107471.21
19/09/2023,19/09/2023,CHQ NO 362535 CLEARING,79.00,,6107392.21
19/09/2023,19/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,6125892.21
20/09/2023,19/09/2023,NEFT/860380424657/VENKAT RAO/HDFC0722665/17723589716603,,500.00,6126392.21
19/09/2023,19/09/2023,UPI/CR/667305019598/FARHAN KHAN/HDFC0722665/farhan355@okaxis,,18500.00,6144892.21
19/09/2023,19/09/2023,UPI/CR/5338274013/RAHUL SINGH/HDFC0722665/rahul797@paytm,,1200.00,6146092.21
20/09/2023,20/09/2023,UPI/CR/254281223252/ARUN SHARMA/HDFC0722665/arun267@oksbi,,24000.00,6170092.21
20/09/2023,20/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,6172592.21
21/09/2023,20/09/2023,CHQ NO 144326 CLEARING,310.00,,6172282.21
21/09/2023,21/09/2023,UPI/DR/541893423556/SURESH NAIR/HDFC0722665/suresh816@paytm,2380.00,,6169902.21
21/09/2023,21/09/2023,UPI/DR/85501004/RAHUL SINGH/HDFC0722665/rahul782@oksbi,449.00,,6169453.21
22/09/2023,21/09/2023,NEFT/394193170379/ARUN SHARMA/HDFC0722665/19887913757441,,2500.00,6171953.21
21/09/2023,21/09/2023,NEFT/374653646116/USHA RANI/HDFC0722665/83046239031432,999.00,,6170954.21
21/09/2023,21/09/2023,NEFT/5181982620/SAVITHA DEVI/HDFC0722665/42026561238125,7800.00,,6163154.21
21/09/2023,21/09/2023,NEFT/624296476911/FATIMA SHEIKH/HDFC0722665/07287945132380,49.00,,6163105.21
21/09/2023,21/09/2023,ATM/WDL/340895835496/CANARA ATM MYSURU,310.00,,6162795.21
22/09/2023,21/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,6163995.21
22/09/2023,22/09/2023,UPI/DR/23589946/MEENA IYER/HDFC0722665/meena501@okhdfc,1680.00,,6162315.21
23/09/2023,22/09/2023,UPI/DR/2869961843/NILESH KULKARNI/HDFC0722665/nilesh549@okaxis,310.00,,6162005.21
23/09/2023,22/09/2023,NEFT/375915988593/PADMA RAO/HDFC0722665/40204172692777,1250.00,,6160755.21
22/09/2023,22/09/2023,UPI/CR/5737106793/VINAY PATIL/HDFC0722665/vinay365@oksbi,,850.00,6161605.21
23/09/2023,22/09/2023,NEFT/6706858678/VENKAT RAO/HDFC0722665/74390795296099,449.00,,6161156.21
22/09/2023,22/09/2023,UPI/DR/44564498/MEERA PILLAI/HDFC0722665/meera881@ybl,850.00,,6160306.21
22/09/2023,22/09/2023,CHQ NO 909829 CLEARING,699.00,,6159607.21
23/09/2023,23/09/2023,ATM/WDL/156007937539/SBI ATM JAYANAGAR BLR,999.00,,6158608.21
24/09/2023,23/09/2023,UPI/DR/9679343241/SAVITHA DEVI/HDFC0722665/savitha340@oksbi,310.00,,6158298.21
23/09/2023,23/09/2023,IMPS/P2P/4941479472/TARA SINGH/7539301392,,11200.00,6169498.21
24/09/2023,23/09/2023,NEFT/0984120484/GOPAL VERMA/HDFC0722665/68267795334359,,2500.00,6171998.21
23/09/2023,23/09/2023,NEFT/40980053/PADMA RAO/HDFC0722665/87910543798751,,850.00,6172848.21
24/09/2023,23/09/2023,ATM/WDL/38581477/SBI ATM JAYANAGAR BLR,310.00,,6172538.21
24/09/2023,24/09/2023,NEFT/598470412508/MALLIKA DAS/HDFC0722665/64043739476782,,11200.00,6183738.21
25/09/2023,24/09/2023,NEFT/808414119222/DEEPAK JOSHI/HDFC0722665/02445305694401,449.00,,6183289.21
24/09/2023,24/09/2023,UPI/DR/3538532607/RAJENDRA PRASAD/HDFC0722665/rajendra606@paytm,2380.00,,6180909.21
24/09/2023,24/09/2023,CHQ NO 187673 CLEARING,310.00,,6180599.21
25/09/2023,25/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,6212599.21
26/09/2023,25/09/2023,UPI/CR/9855989585/FARHAN KHAN/HDFC0722665/farhan607@oksbi,,1200.00,6213799.21
26/09/2023,26/09/2023,UPI/DR/14697574/SANJANA HEGDE/HDFC0722665/sanjana729@okhdfc,249.00,,6213550.21
26/09/2023,26/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,6214400.21
27/09/2023,26/09/2023,NEFT/821142223314/PADMA RAO/HDFC0722665/82347618823676,,500.00,6214900.21
28/09/2023,27/09/2023,CHQ NO 243814 CLEARING,999.00,,6213901.21
27/09/2023,27/09/2023,NEFT/5129487525/MEENA IYER/HDFC0722665/32543213673773,,1200.00,6215101.21
27/09/2023,27/09/2023,UPI/CR/746393956214/RESHMA KHAN/HDFC0722665/reshma164@okaxis,,32000.00,6247101.21
28/09/2023,27/09/2023,NEFT/5045451802/DEEPAK JOSHI/HDFC0722665/55743435178978,,850.00,6247951.21
28/09/2023,28/09/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,6249151.21
28/09/2023,28/09/2023,IMPS/P2P/5714580902/SMITHA PILLAI/7491891003,,11200.00,6260351.21
28/09/2023,28/09/2023,UPI/DR/39014321/RAJENDRA PRASAD/HDFC0722665/rajendra760@okaxis,3499.00,,6256852.21
29/09/2023,28/09/2023,UPI/DR/2328437624/MEENA IYER/HDFC0722665/meena940@paytm,1250.00,,6255602.21
28/09/2023,28/09/2023,UPI/CR/35321991/GOPAL VERMA/HDFC0722665/gopal235@okhdfc,,11200.00,6266802.21
28/09/2023,28/09/2023,UPI/CR/41313317/MEENA IYER/HDFC0722665/meena208@ybl,,32000.00,6298802.21
28/09/2023,28/09/2023,UPI/DR/867920014754/TANVI RAO/HDFC0722665/tanvi677@okaxis,120.00,,6298682.21
29/09/2023,29/09/2023,UPI/DR/65720591/PRAKASH RAO/HDFC0722665/prakash917@ybl,120.00,,6298562.21
01/10/2023,30/09/2023,ATM/WDL/7751321524/HDFC ATM KORAMANGALA,79.00,,6298483.21
30/09/2023,30/09/2023,UPI/DR/53386522/VINAY PATIL/HDFC0722665/vinay568@oksbi,7800.00,,6290683.21
01/10/2023,01/10/2023,UPI/DR/7737830837/LATHA MURTHY/HDFC0722665/latha993@paytm,2380.00,,6288303.21
01/10/2023,01/10/2023,UPI/DR/0545513119/CHANDAN SHARMA/HDFC0722665/chandan142@paytm,249.00,,6288054.21
01/10/2023,01/10/2023,UPI/CR/862521664663/DEEPA NAIR/HDFC0722665/deepa726@okhdfc,,18500.00,6306554.21
02/10/2023,02/10/2023,NEFT/3067484076/ARCHANA PILLAI/HDFC0722665/69610113363352,,4800.00,6311354.21
02/10/2023,02/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,6329854.21
03/10/2023,02/10/2023,ATM/WDL/7691609722/HDFC ATM KORAMANGALA,699.00,,6329155.21
04/10/2023,04/10/2023,NEFT/286031181861/TARA SINGH/HDFC0722665/10062641090618,7800.00,,6321355.21
04/10/2023,04/10/2023,UPI/DR/76400787/DIVYA MENON/HDFC0722665/divya535@ybl,850.00,,6320505.21
05/10/2023,05/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,6339005.21
05/10/2023,05/10/2023,UPI/DR/43172358/VENKAT RAO/HDFC0722665/venkat888@okhdfc,310.00,,6338695.21
06/10/2023,05/10/2023,UPI/DR/43696435/SUNIL YADAV/HDFC0722665/sunil788@paytm,999.00,,6337696.21
06/10/2023,06/10/2023,UPI/DR/7667392947/SUNIL YADAV/HDFC0722665/sunil682@oksbi,79.00,,6337617.21
06/10/2023,06/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,6340117.21
06/10/2023,06/10/2023,IMPS/P2P/0904264503/KAVITHA RAO/7764998844,,24000.00,6364117.21
06/10/2023,06/10/2023,NEFT/3428330957/HARISH MENON/HDFC0722665/21268243746332,,850.00,6364967.21
06/10/2023,06/10/2023,NEFT/9711940898/ANITHA KRISHNAN/HDFC0722665/71343198116791,3499.00,,6361468.21
07/10/2023,06/10/2023,NEFT/6438958350/IMRAN KHAN/HDFC0722665/35882357696611,999.00,,6360469.21
07/10/2023,07/10/2023,NEFT/9075611633/ARCHANA PILLAI/HDFC0722665/01611525970661,449.00,,6360020.21
07/10/2023,07/10/2023,ATM/WDL/854332467872/SBI ATM JAYANAGAR BLR,49.00,,6359971.21
07/10/2023,07/10/2023,NEFT/50421152/MOHAN DAS/HDFC0722665/98667975639502,249.00,,6359722.21
07/10/2023,07/10/2023,UPI/CR/05876164/ROHIT SHARMA/HDFC0722665/rohit527@okaxis,,500.00,6360222.21
07/10/2023,07/10/2023,UPI/DR/4276617486/NILESH KULKARNI/HDFC0722665/nilesh746@okaxis,850.00,,6359372.21
07/10/2023,07/10/2023,UPI/CR/4448176909/FATIMA SHEIKH/HDFC0722665/fatima742@ybl,,1200.00,6360572.21
08/10/2023,07/10/2023,ATM/WDL/99535613/CANARA ATM MYSURU,2380.00,,6358192.21
08/10/2023,08/10/2023,UPI/DR/8109245274/SUNIL YADAV/HDFC0722665/sunil49@okaxis,79.00,,6358113.21
08/10/2023,08/10/2023,UPI/DR/302775899952/PRIYA NAIR/HDFC0722665/priya246@okaxis,999.00,,6357114.21
08/10/2023,08/10/2023,UPI/CR/64485983/MALLIKA DAS/HDFC0722665/mallika871@okhdfc,,11200.00,6368314.21
08/10/2023,08/10/2023,UPI/DR/76650209/HARISH MENON/HDFC0722665/harish962@paytm,49.00,,6368265.21
08/10/2023,08/10/2023,UPI/DR/34559125/SAVITHA DEVI/HDFC0722665/savitha932@okaxis,249.00,,6368016.21
08/10/2023,08/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,6368866.21
08/10/2023,08/10/2023,NEFT/572085145582/NIKHIL GUPTA/HDFC0722665/45657288982054,,7600.00,6376466.21
09/10/2023,09/10/2023,ATM/WDL/6991046814/SBI ATM JAYANAGAR BLR,120.00,,6376346.21
10/10/2023,09/10/2023,UPI/CR/263537910333/VENKAT RAO/HDFC0722665/venkat939@oksbi,,11200.00,6387546.21
09/10/2023,09/10/2023,UPI/DR/532304076369/MEENA IYER/HDFC0722665/meena901@okhdfc,999.00,,6386547.21
09/10/2023,09/10/2023,UPI/DR/5965348010/ANITHA KRISHNAN/HDFC0722665/anitha292@okhdfc,5200.00,,6381347.21
11/10/2023,10/10/2023,IMPS/P2P/8490949413/SANJANA HEGDE/8706201190,,1200.00,6382547.21
11/10/2023,10/10/2023,IMPS/P2P/60962104/PRAKASH RAO/8047742630,,1200.00,6383747.21
10/10/2023,10/10/2023,UPI/DR/11578215/NILESH KULKARNI/HDFC0722665/nilesh122@okaxis,310.00,,6383437.21
10/10/2023,10/10/2023,ATM/WDL/39682686/SBI ATM JAYANAGAR BLR,3499.00,,6379938.21
11/10/2023,10/10/2023,NEFT/8003271461/SUSHMA RAO/HDFC0722665/91920206407270,,7600.00,6387538.21
11/10/2023,11/10/2023,NEFT/0640431291/MEENA IYER/HDFC0722665/43583000282579,,500.00,6388038.21
11/10/2023,11/10/2023,UPI/CR/97818354/MALLIKA DAS/HDFC0722665/mallika361@oksbi,,11200.00,6399238.21
11/10/2023,11/10/2023,UPI/DR/638732903670/DEEPAK JOSHI/HDFC0722665/deepak363@okaxis,120.00,,6399118.21
11/10/2023,11/10/2023,CHQ NO 999331 CLEARING,79.00,,6399039.21
11/10/2023,11/10/2023,NEFT/603874477223/SMITHA PILLAI/HDFC0722665/05876299463736,,4800.00,6403839.21
12/10/2023,11/10/2023,UPI/DR/5872965414/SUSHMA RAO/HDFC0722665/sushma435@ybl,249.00,,6403590.21
11/10/2023,11/10/2023,NEFT/285181369439/BINDHU NAIR/HDFC0722665/84962056368694,,500.00,6404090.21
12/10/2023,12/10/2023,UPI/DR/808860348505/CHANDAN SHARMA/HDFC0722665/chandan503@okaxis,850.00,,6403240.21
12/10/2023,12/10/2023,ATM/WDL/3651248781/HDFC ATM KORAMANGALA,120.00,,6403120.21
13/10/2023,12/10/2023,CHQ NO 610751 CLEARING,1680.00,,6401440.21
13/10/2023,12/10/2023,NEFT/15728553/VIKRAM NAIR/HDFC0722665/98715117752505,,7600.00,6409040.21
13/10/2023,13/10/2023,CHQ NO 355007 CLEARING,2380.00,,6406660.21
13/10/2023,13/10/2023,UPI/DR/6813453950/SURESH BABU/HDFC0722665/suresh801@okaxis,79.00,,6406581.21
15/10/2023,14/10/2023,UPI/DR/9500258293/SUSHMA RAO/HDFC0722665/sushma859@okaxis,699.00,,6405882.21
14/10/2023,14/10/2023,UPI/DR/41398176/BINDHU NAIR/HDFC0722665/bindhu80@okhdfc,79.00,,6405803.21
14/10/2023,14/10/2023,UPI/DR/615134618898/VENKAT RAO/HDFC0722665/venkat591@oksbi,120.00,,6405683.21
14/10/2023,14/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,6437683.21
15/10/2023,15/10/2023,IMPS/P2P/166903895251/RAJESH VERMA/8098962706,,1200.00,6438883.21
15/10/2023,15/10/2023,NEFT/67848264/REKHA PILLAI/HDFC0722665/16087909480516,310.00,,6438573.21
15/10/2023,15/10/2023,NEFT/850147942294/MOHAN DAS/HDFC0722665/72838681041792,,4800.00,6443373.21
15/10/2023,15/10/2023,NEFT/145782595680/ANAND KUMAR/HDFC0722665/64130724634113,850.00,,6442523.21
17/10/2023,16/10/2023,ATM/WDL/90346225/HDFC ATM KORAMANGALA,310.00,,6442213.21
16/10/2023,16/10/2023,UPI/DR/29735949/CHANDAN SHARMA/HDFC0722665/chandan676@oksbi,49.00,,6442164.21
17/10/2023,16/10/2023,CHQ NO 373953 CLEARING,1680.00,,6440484.21
17/10/2023,16/10/2023,ATM/WDL/777359625013/SBI ATM JAYANAGAR BLR,1250.00,,6439234.21
17/10/2023,16/10/2023,UPI/CR/499153736133/NILESH KULKARNI/HDFC0722665/nilesh204@okhdfc,,7600.00,6446834.21
16/10/2023,16/10/2023,UPI/CR/17579538/SANTOSH KUMAR/HDFC0722665/santosh972@okhdfc,,1200.00,6448034.21
17/10/2023,16/10/2023,NEFT/00417777/GANESH KUMAR/HDFC0722665/30414303494269,699.00,,6447335.21
18/10/2023,17/10/2023,UPI/DR/336136490658/MOHAMMED IRFAN/HDFC0722665/mohammed72@paytm,1250.00,,6446085.21
17/10/2023,17/10/2023,UPI/DR/89623393/VINAY PATIL/HDFC0722665/vinay681@paytm,7800.00,,6438285.21
17/10/2023,17/10/2023,ATM/WDL/46977533/HDFC ATM KORAMANGALA,7800.00,,6430485.21
18/10/2023,18/10/2023,ATM/WDL/992150017705/CANARA ATM MYSURU,1680.00,,6428805.21
18/10/2023,18/10/2023,ATM/WDL/2453196496/HDFC ATM KORAMANGALA,699.00,,6428106.21
18/10/2023,18/10/2023,IMPS/P2P/67582113/VENKAT RAO/8238182141,,2500.00,6430606.21
19/10/2023,18/10/2023,CHQ NO 474647 CLEARING,999.00,,6429607.21
19/10/2023,19/10/2023,NEFT/1282008778/RAHUL SINGH/HDFC0722665/98911337364956,310.00,,6429297.21
19/10/2023,19/10/2023,NEFT/9997546098/RAJENDRA PRASAD/HDFC0722665/52131899837319,850.00,,6428447.21
19/10/2023,19/10/2023,UPI/DR/253712612033/LAKSHMI VENKAT/HDFC0722665/lakshmi110@paytm,79.00,,6428368.21
19/10/2023,19/10/2023,ATM/WDL/2029820919/HDFC ATM KORAMANGALA,449.00,,6427919.21
19/10/2023,19/10/2023,UPI/DR/1633580677/LATHA MURTHY/HDFC0722665/latha948@paytm,999.00,,6426920.21
20/10/2023,19/10/2023,UPI/DR/2117425751/MEENA IYER/HDFC0722665/meena265@ybl,310.00,,6426610.21
20/10/2023,20/10/2023,NEFT/98250745/DIVYA MENON/HDFC0722665/18095641460851,,500.00,6427110.21
20/10/2023,20/10/2023,UPI/CR/305938833439/REKHA PILLAI/HDFC0722665/rekha600@okaxis,,18500.00,6445610.21
20/10/2023,20/10/2023,NEFT/3946546563/MALLIKA DAS/HDFC0722665/92836359463971,,850.00,6446460.21
21/10/2023,20/10/2023,ATM/WDL/3336672721/CANARA ATM MYSURU,1250.00,,6445210.21
20/10/2023,20/10/2023,IMPS/P2P/507297109337/USHA RANI/9022351489,,4800.00,6450010.21
20/10/2023,20/10/2023,NEFT/093765810154/ARJUN MEHTA/HDFC0722665/98450440933693,449.00,,6449561.21
20/10/2023,20/10/2023,UPI/DR/7564751368/BABU LAL/HDFC0722665/babu578@paytm,310.00,,6449251.21
20/10/2023,20/10/2023,UPI/CR/3106050706/SANJANA HEGDE/HDFC0722665/sanjana256@okaxis,,11200.00,6460451.21
21/10/2023,21/10/2023,ATM/WDL/39881986/HDFC ATM KORAMANGALA,310.00,,6460141.21
21/10/2023,21/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,6461341.21
21/10/2023,21/10/2023,UPI/CR/262080324357/DIVYA MENON/HDFC0722665/divya30@okhdfc,,2500.00,6463841.21
21/10/2023,21/10/2023,UPI/DR/36746259/MOHAN DAS/HDFC0722665/mohan305@okaxis,3499.00,,6460342.21
21/10/2023,21/10/2023,UPI/DR/800333748099/VIKRAM NAIR/HDFC0722665/vikram705@okhdfc,850.00,,6459492.21
21/10/2023,21/10/2023,UPI/DR/82918178/FARHAN KHAN/HDFC0722665/farhan527@paytm,49.00,,6459443.21
22/10/2023,22/10/2023,ATM/WDL/9411717223/HDFC ATM KORAMANGALA,310.00,,6459133.21
22/10/2023,22/10/2023,NEFT/59460527/SHAHID KHAN/HDFC0722665/65530262064131,310.00,,6458823.21
22/10/2023,22/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,6459673.21
22/10/2023,22/10/2023,UPI/DR/9376734485/ARCHANA PILLAI/HDFC0722665/archana997@okaxis,5200.00,,6454473.21
22/10/2023,22/10/2023,UPI/DR/79547335/ROHIT SHARMA/HDFC0722665/rohit461@oksbi,79.00,,6454394.21
23/10/2023,23/10/2023,UPI/DR/898793634660/MEENA IYER/HDFC0722665/meena241@paytm,5200.00,,6449194.21
24/10/2023,24/10/2023,IMPS/P2P/272755713939/HARISH MENON/9359203410,,7600.00,6456794.21
25/10/2023,24/10/2023,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,6467994.21
26/10/2023,25/10/2023,UPI/CR/2716889903/KIRAN REDDY/HDFC0722665/kiran570@paytm,,24000.00,6491994.21
26/10/2023,25/10/2023,CHQ NO 900647 CLEARING,120.00,,6491874.21
25/10/2023,25/10/2023,IMPS/P2P/5394559177/TARA SINGH/7610717023,,7600.00,6499474.21
